station_complex_id,station_complex_name,latitude,longitude,buffer_area_sqmi,pop_density_0p5mi,pop_rank,population_0p5mi,landuse_entropy_0p5mi,landuse_entropy_relative_0p5mi,landuse_simpson_0p5mi,landuse_k_categories_0p5mi,jobs_0p5mi,intersection_count_0p5mi,intersection_density_0p5mi,citibike_count_0p5mi,pct_hh_no_vehicle_0p5mi,median_hh_income_0p5mi,pct_workers_wfh_0p5mi,pct_car_truck_van_0p5mi,pct_transit_0p5mi,pct_taxicab_0p5mi,pct_bicycle_0p5mi,pct_walked_0p5mi,pct_other_means_0p5mi,pct_wfh_0p5mi,median_hh_income_0p5mi_approx,bus_routes_0p5mi,subway_lines_0p5mi,commuter_lines_0p5mi,dist_to_commuter_stop_ft,dist_to_commuter_stop_mi,transfer_subway_station_complexes_0p25mi,transfer_subway_station_complexes_0p10mi,dist_to_subway_station_complex_ft,dist_to_subway_station_complex_mi,subway_lines_serving_station,is_terminal_subway,has_university_0p25mi,has_university_0p5mi,has_hospital_0p25mi,has_hospital_0p5mi,has_stadium_0p1mi,cultural_count_0p25mi,cultural_count_0p5mi,has_cultural_0p25mi,cultural_count_0p25mi_capped10,has_cultural_0p5mi,cultural_count_0p5mi_capped10,adjacent_major_park_0p25mi,adjacent_major_park_0p5mi,od_jobs_exp_accessibility,log_od_jobs_exp_accessibility,destination_attractiveness_index,od_composite_exp_accessibility,log_od_composite_exp_accessibility
362,Middletown Rd (6),40.843863,-73.836322,0.784137123,20764,414,16282,1.888730477,0.787661787,0.796104969,11,10228,390,497.3619903,0,42.86306801,51138.26405,3.134890366,39.02919974,46.18159682,1.230352769,0.813668483,3.949009033,1.827414521,3.134890366,57647,9,2,0,15358.13124,2.908736978,0,0,0.0,0.0,0,0,0,0,0,1,0,0,2,0,0,1,2,1,1,279125.1874433801,12.539419243296885,-2.9816352357570084,-43.2534499597204,3.996327911170909
363,Westchester Sq-E Tremont Av (6),40.839892,-73.842952,0.784137123,21318,412,16716,2.12455464,0.886008102,0.86176195,11,11968,464,591.7332398,0,34.54957718,45109.38334,3.23376223,30.97196461,49.89409734,1.252743688,1.056847208,9.670100418,0.342871938,3.23376223,48327,8,2,0,14757.4504,2.794971668,0,0,0.0,0.0,0,0,0,0,0,0,0,4,5,1,4,1,5,1,1,325809.253644719,12.694070446860856,-4.647599319090349,-43.35224203412276,3.994510163469647
364,Zerega Av (6),40.836488,-73.847036,0.784137123,33465,361,26241,2.138512494,0.891828979,0.861824925,11,12383,448,571.3286453,0,30.41919566,52631.72694,3.033032688,26.98252768,55.91280334,1.602947422,0.296419657,8.331619034,0.324901147,3.033032688,52343,10,2,0,14818.73845,2.806579253,0,0,0.0,0.0,0,0,0,0,0,0,0,2,5,1,2,1,5,0,1,360062.4317183974,12.794035494128805,-4.003117618441703,-43.53225335580173,3.9911894838589075
365,Castle Hill Av (6),40.834255,-73.851222,0.784137123,51908,214,40703,1.857744187,0.774739501,0.791477414,11,10351,413,526.6935949,0,30.14052961,57674.56051,2.819640143,26.00618483,58.35934565,1.571588051,0.13512961,6.358494689,0.565122552,2.819640143,57579,8,2,0,14191.7677,2.687834791,0,0,0.0,0.0,0,0,0,0,0,0,0,0,3,0,0,1,3,0,0,395262.4290812867,12.88730773066478,-3.912649806772583,-42.95910739637406,4.001724229805022
366,Parkchester (6),40.833226,-73.860816,0.784137123,69858,91,54778,1.825840327,0.761434558,0.813153131,11,5711,499,636.3682902,0,26.79480101,54596.22063,3.375605151,21.76443466,61.96236936,1.281990004,0.438590475,5.899131273,0.214068044,3.375605151,54887,9,2,0,11881.23754,2.250234383,0,0,0.0,0.0,0,0,0,0,0,0,0,1,3,1,1,1,3,0,0,470456.85894764576,13.061461667466274,-3.1464955544383475,-43.51423413968618,3.991522382509677
367,St Lawrence Av (6),40.831509,-73.867618,0.784137123,61454,140,48188,1.830306643,0.794892075,0.809539098,10,3929,574,732.0148268,0,26.91012016,43764.50004,5.66196176,20.9047179,59.2922565,0.667206049,0.461483234,6.895640903,0.111331388,5.66196176,45386,8,2,0,10543.82333,1.996936237,0,0,0.0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,535073.3670599434,13.190161020068365,-4.1043951293316185,-40.63244368482144,4.043385154338017
368,Morrison Av-Soundview (6),40.829521,-73.874516,0.784137123,63057,131,49445,1.775332959,0.740371349,0.76121601,11,4087,565,720.5372424,0,23.84820394,35113.77806,3.745964995,19.26218251,64.61382164,1.248531867,0.229486754,5.958286335,0.355704469,3.745964995,37090,6,1,0,9484.05194,1.796221958,0,0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,0,1,2,1,1,610255.996485325,13.321635453138809,-4.121545431883007,-36.91599421376428,4.106528110118384
369,Elder Av (6),40.828584,-73.879159,0.784137123,53711,201,42117,2.106796245,0.878602276,0.84398868,11,5288,579,738.3912626,3,22.55343524,32069.21802,3.690062171,17.29153949,66.12592123,1.190597591,0.343631183,5.709409104,0.386943481,3.690062171,34705,6,1,0,8850.920402,1.676310682,0,0,0.0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,663160.8856122771,13.404774410723926,-4.759255864790201,-33.03874474318612,4.168411506686982
370,Whitlock Av (6),40.826525,-73.886283,0.784137123,51823,215,40636,2.271875227,0.947445559,0.885176826,11,7286,594,757.5205699,12,22.86434362,34417.34447,3.147053708,18.00009555,64.65477388,1.35918893,0.495087652,7.049181181,0.430371029,3.147053708,34350,8,4,0,8016.37184,1.518252242,0,0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,759064.7128153427,13.539843630779426,-3.7845701366907987,-26.523615557320824,4.264479142402536
371,Hunts Point Av (6),40.820948,-73.890549,0.784137123,47238,256,37041,2.334338821,0.973494901,0.898106891,11,11940,783,998.5498421,17,19.16599729,31412.8398,3.898567797,16.44651586,64.07677729,0.615966274,0.695672613,10.86221705,0.684801689,3.898567797,32241,9,4,0,7052.658391,1.335730756,0,0,0.0,0.0,0,0,0,0,0,0,0,5,7,1,5,1,7,0,0,867868.5957184511,13.67379674700862,-2.5543823198947946,-17.92362444666572,4.378619009638824
372,Longwood Av (6),40.816104,-73.896435,0.784137123,47934,251,37587,2.186467943,0.911827955,0.866587528,11,13066,623,794.5038974,16,19.50355625,32763.18997,4.34794199,14.93899531,63.04786361,0.95724884,1.227795247,10.14846917,0.767124897,4.34794199,35105,7,4,0,6280.381929,1.189466275,0,0,0.0,0.0,0,0,0,0,0,0,0,1,9,1,1,1,9,0,0,1012748.1012875147,13.828179073666384,-2.125729086333826,-6.280384209437321,4.5149291722438605
373,E 149 St (6),40.812118,-73.904098,0.784137123,41141,309,32260,2.113467364,0.881384349,0.853017126,11,6854,429,547.0981894,14,19.20038536,31391.11704,6.003171552,14.93066557,64.67764329,0.860333689,1.066092378,7.796689404,0.395684328,6.003171552,34478,4,3,0,5848.301455,1.107632851,0,0,0.0,0.0,0,0,0,0,0,0,0,0,5,0,0,1,5,0,0,1211782.3980649712,14.007603715172218,-3.931635408183743,9.853288676553257,4.6775351914181105
374,E 143 St-St Mary's St (6),40.808719,-73.907657,0.784137123,35426,345,27779,2.154512099,0.898501333,0.856581895,11,6993,489,623.6154186,14,18.82919984,27073.84084,3.85520186,14.63631917,68.13544515,0.902297564,0.35632604,7.121386738,0.800142802,3.85520186,28279,4,1,0,6553.386777,1.241171738,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1344829.053561464,14.111778208805314,-5.8982621684399055,21.2753252228353,4.778508208197823
375,Cypress Av (6),40.805368,-73.914042,0.784137123,31695,373,24853,1.857940905,0.774821539,0.755571983,11,7246,611,779.2004515,16,13.62643075,26039.96728,2.002207303,9.879208007,69.71547043,1.999943214,1.306910242,8.082443196,3.266594863,2.002207303,26214,2,1,0,6951.122846,1.316500539,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1563317.1367986025,14.262321131109198,-5.924208044688419,37.82014076018511,4.908762165637875
376,Brook Av (6),40.807566,-73.91924,0.784137123,51032,219,40016,2.113769537,0.881510365,0.860508616,11,10242,722,920.7573257,20,13.09018878,24634.47081,3.563493492,10.05618035,66.91874046,1.601731653,1.180117928,11.17798923,2.467738451,3.563493492,27934,7,2,0,5581.022023,1.057011747,0,0,0.0,0.0,0,0,0,0,0,0,0,1,8,1,1,1,8,0,1,1629762.3902472414,14.303945402888786,-2.712071954262669,42.63172594616002,4.943663267463462
377,3 Av-138 St (6),40.810476,-73.926138,0.784137123,43350,286,33992,2.098356303,0.875082547,0.84719221,11,14903,842,1073.791784,16,12.23955018,26469.53404,4.266074857,9.613810477,66.22099388,1.313840778,1.111103909,12.64504753,2.203388869,4.266074857,30861,6,4,0,4090.097557,0.774639689,0,0,0.0,0.0,0,0,0,0,0,0,0,2,7,1,2,1,7,0,0,1696444.1478772033,14.344045530162171,-2.886715726368621,54.13640628894471,5.0224840507224595
392,"125 St (4,5,6)",40.804138,-73.937594,0.784137123,57152,169,44815,2.087292047,0.870468394,0.851728053,11,19531,714,910.5550284,20,10.33101417,49258.41039,7.114849409,8.804473296,71.03957531,0.626942444,1.758777523,8.593570845,0.324737511,7.114849409,44858,20,6,1,568.4699198,0.107664758,0,0,0.0,0.0,0,0,1,1,1,1,0,11,30,1,10,1,10,0,0,2212121.2749112304,14.609462918085393,4.763498957059754,86.76998475162101,5.217223698843102
393,116 St (6),40.798629,-73.941617,0.784137123,83905,52,65793,1.787865763,0.745597934,0.77381467,11,15922,620,790.6780359,21,7.935060346,40985.16168,7.111969889,6.314446213,72.42535449,0.572175335,1.763940606,8.443176122,1.539564162,7.111969889,42465,24,6,1,2474.583674,0.46867115,0,0,0.0,0.0,0,0,0,1,0,1,0,2,29,1,2,1,10,0,1,2616795.97989648,14.777461601084765,6.108443839595093,107.18580061529326,5.322215903008523
394,110 St (6),40.79502,-73.94425,0.784137123,89556,39,70224,1.61907725,0.675207657,0.717829659,11,15971,605,771.5487286,21,7.351047098,41225.68601,7.022904212,6.047095299,70.98536023,0.398911658,2.031306671,10.63725575,1.398026929,7.022904212,42880,12,5,0,3954.079912,0.748878771,0,0,0.0,0.0,0,0,0,1,0,0,0,4,28,1,4,1,10,0,1,2923686.00736086,14.88835605149609,2.501455945889722,124.8241402778979,5.404817516595139
395,103 St (6),40.7906,-73.947478,0.784137123,85095,47,66726,1.717983775,0.716454882,0.78379671,11,39046,587,748.5935598,21,6.272606971,69317.65061,9.910976606,5.44784795,63.95843967,1.421374358,1.593325501,15.60030543,1.098025,9.910976606,63393,19,6,0,5783.288079,1.095319712,0,0,0.0,0.0,0,0,0,1,0,1,0,11,27,1,10,1,10,0,1,3333749.467092146,15.019608494588482,5.662507517264135,140.3646932248449,5.472338619337499
396,96 St (6),40.785672,-73.95107,0.784137123,99100,21,77708,1.811701779,0.755538325,0.798385287,11,47919,537,684.8292021,19,7.243172167,111118.63,10.7552014,5.913497189,60.75192225,3.15969384,1.58784325,15.07619187,1.405487346,10.7552014,100333,22,7,0,7828.890194,1.482744355,0,0,0.0,0.0,0,0,0,1,0,1,0,13,51,1,10,1,10,0,1,3886047.7360554766,15.172903450285933,6.75232081827419,161.76243024178632,5.558424888929291
397,"86 St (4,5,6)",40.779492,-73.955589,0.784137123,113656,2,89122,1.737196586,0.724467247,0.795149693,11,44185,272,346.8781061,19,7.507000438,136885.9469,12.9118076,5.518814645,58.48834839,4.145954034,1.328733764,14.28510871,1.327733299,12.9118076,140354,24,7,0,10399.8535,1.969669224,0,0,0.0,0.0,0,0,0,1,0,1,0,8,56,1,8,1,10,0,1,4726008.264514095,15.368591697055908,7.453745127350236,191.53097148861042,5.667057803386727
398,77 St (6),40.77362,-73.959874,0.784137123,99281,20,77850,1.725926377,0.719767204,0.790483971,11,46281,262,334.1252345,20,9.103205619,123075.5101,13.51027316,6.430687965,50.79393941,4.113386254,0.936494917,20.32007371,1.222626918,13.51027316,147333,24,7,0,7990.793409,1.513407843,0,0,0.0,0.0,0,0,1,1,1,1,0,17,48,1,10,1,10,0,1,5683967.34476051,15.553160199000036,6.876987294241587,224.32092164716414,5.77446582770994
399,68 St-Hunter College (6),40.768141,-73.96387,0.784137123,78644,66,61668,1.616459289,0.702019349,0.757432982,10,80456,274,349.4286804,19,9.63773947,135266.4747,13.34195079,6.987250375,44.07295599,4.796657187,0.789889862,25.99082968,1.369977017,13.34195079,147707,25,10,0,5714.906802,1.082368712,0,0,0.0,0.0,0,0,1,1,0,1,0,23,42,1,10,1,10,0,1,6696394.768203998,15.717079994572668,7.079154545779483,257.68808178519646,5.87307383985795
613,"Lexington Av/59 St (4,5,6,N,R,W)",40.762593,-73.9676125,0.784137123,65434,115,51309,1.694599717,0.706702972,0.77100898,11,193434,371,473.1315344,24,6.779980021,153185.3721,13.04807094,5.340305707,38.9574373,4.205232912,1.216746049,34.80859503,0.983937745,13.04807094,148992,77,12,0,3471.340462,0.657450845,0,0,0.0,0.0,0,0,0,1,1,1,0,7,57,1,7,1,10,0,1,7661200.173624687,15.851679340601343,11.625694068180644,285.86769956841175,5.949389627279183
612,"Lexington Av/51-53 Sts (6,E,F)",40.7573295,-73.9704875,0.784137123,58663,158,46000,1.537171286,0.641050217,0.71699563,11,368279,424,540.7217536,31,7.342659238,145187.6829,13.98900359,5.56631639,35.63173353,2.949714985,0.920567311,38.25177032,0.914551031,13.98900359,148372,76,10,10,1586.701535,0.300511654,0,0,0.0,0.0,0,0,1,1,0,0,0,14,70,1,10,1,10,0,1,8225882.551315565,15.922796271498658,14.273500334073262,303.8981752434311,5.9953311960677675
610,"Grand Central-42 St (4,5,6,7,S)",40.751992,-73.97735933,0.784137123,55707,192,43682,1.568827582,0.681333162,0.691483393,10,461824,342,436.1482069,34,5.894427986,125320.7157,12.28468239,4.235434009,33.76860987,1.650691305,1.034281438,44.37585651,0.991450506,12.28468239,144356,78,12,10,376.0301109,0.071217824,0,0,0.0,0.0,0,0,1,1,0,0,0,30,107,1,10,1,10,0,0,8984658.327309841,16.01102916176699,15.687580415796193,331.56026913840134,6.061950381144924
403,33 St (6),40.746081,-73.982076,0.784137123,80554,58,63165,1.606575729,0.697726974,0.736983667,10,349679,320,408.0918895,33,4.055877184,118268.1446,12.57576634,2.877863435,38.17753836,2.669913052,2.166107331,39.45296562,0.901832112,12.57576634,147527,81,16,0,2878.450618,0.545161102,0,0,0.0,0.0,0,0,1,1,0,0,0,40,110,1,10,1,10,0,0,9227511.645173589,16.0377000842645,12.583949353801486,343.9332632186261,6.090369941856161
404,28 St (6),40.74307,-73.984264,0.784137123,87049,43,68258,1.687242794,0.703634897,0.770024381,11,263876,286,364.7321262,33,5.683975997,115185.2085,12.51342436,4.482050686,41.1264519,3.120332107,2.638180153,33.88012773,0.980720823,12.51342436,147269,64,12,0,3764.622889,0.712996759,0,0,0.0,0.0,0,0,1,1,0,0,0,33,128,1,10,1,10,0,0,9208830.497047322,16.03567352689763,9.96655953938695,346.3044499806797,6.095725297086075
405,23 St-Baruch College (6),40.739864,-73.986599,0.784137123,86931,44,68166,1.761269875,0.734506588,0.793907139,11,223723,302,385.1367207,36,6.360524211,126404.63,12.3281305,5.012823543,46.40336935,3.34754864,3.224675756,27.618299,0.609029981,12.3281305,159701,50,12,0,4360.374943,0.825828588,0,0,0.0,0.0,0,0,1,1,0,1,0,36,137,1,10,1,10,0,0,9022793.711934615,16.01526467907586,11.025311337310077,341.09550886164334,6.08392290810055
602,"14 St-Union Sq (4,5,6,L,N,Q,R,W)",40.735066,-73.99041633,0.784137123,90146,34,70687,1.854722244,0.773479253,0.817968293,11,183964,305,388.9625822,37,5.801440796,146499.9986,13.80416235,4.568028812,49.25416231,3.134752968,3.491715646,23.85578559,0.548915576,13.80416235,158280,43,12,0,5723.03713,1.083908547,0,0,0.0,0.0,0,0,0,1,0,1,0,47,154,1,10,1,10,0,0,8598958.631003471,15.967151780766764,10.273567153276842,330.21722902666164,6.058816390156685
407,Astor Pl (6),40.730054,-73.99107,0.784137123,95388,27,74797,1.864578049,0.777589443,0.813899348,11,121752,391,498.6372775,42,5.339129215,125302.9535,13.96775909,3.897983793,46.39601777,2.533425663,5.026428939,25.92148372,0.652839223,13.96775909,127004,24,14,0,7513.716367,1.423052342,0,0,0.0,0.0,0,0,1,1,0,0,0,79,178,1,10,1,10,0,0,8167343.199542891,15.915654346614923,6.567385098572126,315.9831655251795,6.024983081577679
619,"Broadway-Lafayette St/Bleecker St (6,B,D,F,M)",40.725606,-73.9954315,0.784137123,77136,70,60485,1.808192723,0.754074935,0.801481079,11,111441,512,652.9470232,43,5.254615018,106805.9546,15.28288647,3.56173286,45.34186238,2.674522354,4.327879357,26.01441211,0.840674468,15.28288647,104755,22,17,0,9116.279395,1.726568067,0,0,0.0,0.0,0,0,1,1,0,0,0,41,162,1,10,1,10,0,0,7823088.500379614,15.8725901112741,6.2023087747588495,303.25278375876394,5.993722651050721
409,Spring St (6),40.722301,-73.997141,0.784137123,70587,88,55350,1.667594445,0.695440899,0.760884624,11,115593,531,677.1774791,40,5.697503161,103791.1813,14.73534026,3.763896393,47.12911541,2.64242809,3.24544419,25.83493794,0.700378563,14.73534026,100305,20,19,0,10353.03901,1.960802842,0,0,0.0,0.0,0,0,1,1,0,0,0,40,154,1,10,1,10,0,0,7574093.033171467,15.840244302625782,6.263498706864681,292.3999298851872,5.966278546534779
623,"Canal St (6,J,Z,N,Q,R,W)",40.71870125,-74.00058,0.784137123,59456,153,46622,1.665263914,0.694468993,0.755817379,11,148240,547,697.5820736,37,6.992626004,113440.3104,15.12100092,3.86717815,45.45184311,2.886487952,2.410412756,26.01021636,1.1274129,15.12100092,106352,20,17,0,11778.17822,2.230715572,0,0,0.0,0.0,0,0,0,1,0,0,0,46,131,1,10,1,10,0,0,7272389.130522259,15.799595561712074,5.716569366453097,280.7682451691071,5.936003959397998
622,"Brooklyn Bridge-City Hall/Chambers St (4,5,6,J,Z)",40.713154,-74.003766,0.784137123,69943,90,54845,1.580011057,0.65891579,0.73156183,11,196662,827,1054.662477,37,6.822757711,146159.513,12.22820881,4.455986824,47.18564498,1.857691867,1.567816881,29.09281504,1.245064705,12.22820881,115955,38,16,0,13291.28694,2.517289192,0,0,0.0,0.0,0,0,1,1,1,1,0,25,132,1,10,1,10,0,0,6830348.57810089,15.736886412975233,10.078829388546927,258.5135516723873,5.875394191037332
447,Flushing-Main St (7),40.7596,-73.83003,0.784137123,56697,173,44458,2.124716468,0.88607559,0.853160446,11,39946,349,445.075217,0,29.45598569,33941.43533,3.664801832,14.21810963,42.62835407,0.223653666,0.268702054,22.82241035,0.935949637,3.664801832,41522,20,2,1,720.4089385,0.136441087,0,0,0.0,0.0,0,0,0,0,0,0,0,7,22,1,7,1,10,0,1,435010.87853214564,12.983128616668443,-0.3691015704030469,-14.052400018557456,4.42603249580143
448,Mets-Willets Point (7),40.754622,-73.845625,0.784137123,4391,460,3443,1.361423293,0.567757612,0.616788574,11,3872,432,550.9240508,4,22.03534276,57059.84042,0.640383092,11.52967387,66.90281002,1.222874063,0.482593108,8.637666613,0.078330343,0.640383092,57962,3,2,1,969.8523388,0.183684155,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,652367.5533503671,13.388364947081012,-6.6765127217157945,-10.63279896489318,4.466122801679398
449,111 St (7),40.75173,-73.855334,0.784137123,47925,252,37580,1.964438464,0.81923447,0.826208512,11,3712,369,470.5809601,18,20.02791689,60582.55495,2.074009616,12.71621702,67.23216644,0.346480296,0.679531607,9.129896082,0.509999068,2.074009616,57857,4,1,0,3232.387168,0.612194539,0,0,0.0,0.0,0,0,0,0,0,0,0,0,4,0,0,1,4,1,1,804915.1209727476,13.598493353422377,-4.367757552148348,-11.222689216140052,4.4593208283747146
450,103 St-Corona Plaza (7),40.749865,-73.8627,0.784137123,80519,59,63138,1.566248257,0.653176256,0.715562672,11,6080,286,364.7321262,25,17.93852178,61662.98506,1.716220933,11.44923722,67.91310037,0.206320599,0.931433744,10.66143984,0.476686465,1.716220933,60065,4,2,0,5344.434105,1.012203429,0,0,0.0,0.0,0,0,0,0,0,0,0,0,3,0,0,1,3,0,1,941482.960534887,13.755212590858697,-3.034255249111192,-9.139662646047151,4.48313605436771
451,Junction Blvd (7),40.749145,-73.869527,0.784137123,91108,32,71441,1.73139728,0.751936285,0.771119869,10,7639,312,397.8895923,24,17.55273841,60321.63454,1.744758335,11.23623634,68.30092064,0.167522896,0.955445441,10.79512811,0.321547839,1.744758335,59152,5,2,0,7253.219188,1.373715755,0,0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,1086638.5370005127,13.898600498412678,-2.770906281975975,-3.9784013877016626,4.539810816103486
452,90 St-Elmhurst Av (7),40.748408,-73.876613,0.784137123,100547,16,78843,1.764459101,0.735836598,0.791758913,11,10081,299,381.3108592,23,17.95435549,56230.13131,3.62075029,12.58347373,67.50833433,0.437484404,0.797423292,9.180671808,0.396992338,3.62075029,57091,6,6,0,7363.735944,1.394646959,0,0,0.0,0.0,0,0,0,0,0,1,0,0,4,0,0,1,4,0,0,1260589.8030446763,14.047091060337783,1.5098131744734107,-0.540638342223339,4.575853007076879
453,82 St-Jackson Hts (7),40.747659,-73.883697,0.784137123,98586,22,77305,1.731713194,0.752073484,0.789920513,10,15468,295,376.2097106,25,17.70917417,58074.83257,6.878181454,12.63717382,64.62606221,0.678446234,0.75462733,8.481264073,0.729547728,6.878181454,60274,7,7,0,5382.191261,1.019354405,0,0,0.0,0.0,0,0,0,0,1,1,0,2,9,1,2,1,9,0,0,1459191.7869819445,14.193393955158095,3.069294054183426,6.3415605012607585,4.6443239631927415
616,"Jackson Hts-Roosevelt Av/74 St-Broadway (7,E,F,M,R)",40.746746,-73.891366,0.784137123,74247,83,58220,1.840562609,0.767574226,0.814641453,11,14584,512,652.9470232,28,17.87820626,59336.34145,6.932225901,13.84938643,62.54403145,1.350476469,1.045016612,9.459106195,0.615237793,6.932225901,61783,9,7,0,3233.258813,0.612359624,0,0,0.0,0.0,0,0,0,0,0,1,0,4,8,1,4,1,8,0,0,1715432.113909793,14.355176151251985,1.9195994598204693,16.995357715834817,4.7418564128384695
455,69 St (7),40.746325,-73.896403,0.784137123,57620,164,45182,1.957986085,0.816543619,0.824093696,11,8812,691,881.2234239,25,22.22723778,61144.58081,6.269632312,16.76212171,59.38236547,1.287851524,0.833666179,9.619210026,0.162680851,6.269632312,62282,8,7,9,1829.255497,0.346449905,0,0,0.0,0.0,0,0,0,0,0,0,0,3,12,1,3,1,10,0,0,1908978.1341496923,14.462079172396548,2.8134477552009303,22.800843465744464,4.791254005411435
456,61 St-Woodside (7),40.74563,-73.902984,0.784137123,49570,233,38870,2.117601421,0.883108385,0.853855199,11,9979,681,868.4705523,30,20.77218467,64196.81234,3.950688999,15.36390944,64.29902665,1.231721062,1.020579348,8.260288597,0.390263691,3.950688999,66399,5,6,9,80.43444671,0.015233797,0,0,0.0,0.0,0,0,0,0,0,0,0,4,9,1,4,1,9,0,0,2186487.3456409816,14.59780731967729,1.8155865470920107,33.048157990291195,4.87290183855553
457,52 St (7),40.744149,-73.912549,0.784137123,49269,240,38634,2.073600445,0.864758553,0.848329176,11,10028,404,515.2160105,23,19.62922265,73572.26312,6.455071984,15.86879879,66.2002051,0.55208483,1.189939005,4.993841867,0.833537904,6.455071984,73476,8,2,0,2724.331404,0.515971857,0,0,0.0,0.0,0,0,0,0,0,0,0,1,6,1,1,1,6,0,0,2667706.7749497686,14.796730150389822,-3.2427164098428074,54.45801907850182,5.0246006396008855
458,46 St-Bliss St (7),40.743132,-73.918435,0.784137123,57170,168,44829,2.048142069,0.854141585,0.843887327,11,10164,392,499.9125646,24,18.56181202,73348.57725,6.584351648,15.8014396,66.11555199,0.667337785,1.629639454,5.69849141,0.580757625,6.584351648,72799,5,2,0,4396.875348,0.832741543,0,0,0.0,0.0,0,0,0,0,0,0,0,2,6,1,2,1,6,0,0,3012939.9676697403,14.9184272253781,-3.1136465160089424,67.98537787402672,5.109797779187217
459,40 St-Lowery St (7),40.743781,-73.924016,0.784137123,43126,289,33817,2.011501716,0.838861371,0.834696912,11,23816,297,378.7602849,26,18.05669027,76058.1641,6.634339669,14.89678876,65.66961582,0.746485587,1.94081579,6.123307313,0.702258884,6.634339669,75237,5,2,0,5878.858733,1.113420215,0,0,0.0,0.0,0,0,0,1,0,0,0,1,7,1,1,1,7,0,0,3385024.749965993,15.034872071379636,-1.240365198225914,84.10270731967393,5.20265514620474
460,33 St-Rawson St (7),40.744587,-73.930997,0.784137123,16544,426,12973,1.915808495,0.798954198,0.794617896,11,31438,295,376.2097106,21,14.79532556,80828.38324,6.248775386,12.12717666,69.11083359,0.684343518,2.422102279,6.231712357,0.458837397,6.248775386,78201,8,6,0,4448.80107,0.84257596,0,0,0.0,0.0,0,0,1,1,0,0,0,5,10,1,5,1,10,0,0,3922734.717768261,15.182299855542405,-0.4336359543574875,109.4229719140059,5.333078391921172
461,"Queensboro Plaza (7,N,W)",40.750582,-73.940202,0.784137123,20573,415,16132,2.061518674,0.859720062,0.843933842,11,40126,548,698.8573608,20,11.93511959,96947.71629,8.467864347,8.462513479,70.93937162,0.405177285,0.965049432,5.472186219,1.5878005,8.467864347,106025,13,10,0,3498.446867,0.662584634,0,0,0.0,0.0,0,0,0,0,1,1,0,2,13,1,2,1,10,0,0,4805934.299964732,15.385362232841851,1.3790925345312794,155.14968074045066,5.53260324744221
606,"Court Sq-23 St (7,E,F,G)",40.747141,-73.945032,0.784137123,17082,424,13395,2.038952927,0.850309415,0.828233601,11,39750,621,791.9533231,23,9.849400192,122456.5793,9.6706519,8.621489927,73.97301722,0.118387232,1.034653654,3.865476448,1.272379751,9.6706519,122466,13,9,3,1798.017421,0.340533602,0,0,0.0,0.0,0,0,0,1,0,1,0,12,15,1,10,1,10,0,0,5253737.68692816,15.474450511966413,4.27672495126382,169.5381643560218,5.587958678744602
463,Hunters Point Av (7),40.742216,-73.948916,0.784137123,14940,430,11715,1.955123616,0.815349877,0.80645487,11,25023,533,679.7280534,21,10.31969616,142380.5924,12.27593524,9.012924088,71.1649177,0.140038299,1.282412658,4.608267964,0.182295238,12.27593524,139718,9,6,3,592.5521738,0.11222579,0,0,0.0,0.0,0,0,0,0,0,0,0,3,11,1,3,1,10,0,0,5532259.039674545,15.526106977110778,-1.3497452343245375,182.3950741730753,5.6349558485144895
464,Vernon Blvd-Jackson Av (7),40.742626,-73.953581,0.784137123,23014,407,18046,2.145814929,0.894874331,0.857141177,11,19044,518,660.5987461,19,8.529931603,146272.8841,12.29379255,7.488761205,73.6588448,0.199359477,1.440147228,3.731328452,0.14347454,12.29379255,142881,6,3,3,1217.777545,0.230639687,0,0,0.0,0.0,0,0,0,1,0,0,0,2,8,1,2,1,8,0,0,6053059.616428852,15.616074589102363,-0.3823361661084923,204.9693510251866,5.712480633810908
609,"42 St-Bryant Pk/5 Av (7,B,D,F,M)",40.7540215,-73.983266,0.784137123,23384,406,18336,1.154329097,0.481392624,0.495056434,11,630680,227,289.4901841,36,4.862545511,131646.1088,10.94415451,2.994035365,36.0001757,1.889973241,1.260184874,43.29791349,1.745052668,10.94415451,126064,70,22,10,1760.47721,0.333423714,0,0,0.0,0.0,0,0,1,1,0,0,0,42,188,1,10,1,10,0,0,9227039.33447631,16.037648897904376,17.693873393527785,344.6847478948583,6.092070285856539
