station_complex_id,year,annual_weekday_avg_ridership,station_complex,borough,latitude,longitude,geometry,log_ridership
129.0,2024,5377.930817610062,Halsey St (L),Queens,40.695602,-73.90408,POINT (-73.90408 40.695602),8.59024490061962
130.0,2023,3057.480769230769,Wilson Av (L),Brooklyn,40.688763,-73.904045,POINT (-73.904045 40.688763),8.025673591015565
130.0,2024,3049.8930817610067,Wilson Av (L),Brooklyn,40.688763,-73.904045,POINT (-73.904045 40.688763),8.023189640432028
131.0,2023,1738.8653846153845,Bushwick Av-Aberdeen St (L),Brooklyn,40.68283,-73.90525,POINT (-73.90525 40.68283),7.461563024052164
131.0,2024,1780.050314465409,Bushwick Av-Aberdeen St (L),Brooklyn,40.68283,-73.90525,POINT (-73.90525 40.68283),7.4849585335730495
133.0,2023,1205.6538461538462,Atlantic Av (L),Brooklyn,40.675346,-73.9031,POINT (-73.9031 40.675346),7.0956063913608824
133.0,2024,1415.754716981132,Atlantic Av (L),Brooklyn,40.675346,-73.9031,POINT (-73.9031 40.675346),7.256124124482077
134.0,2023,1616.1987179487178,Sutter Av (L),Brooklyn,40.66937,-73.90198,POINT (-73.90198 40.66937),7.388450745006419
134.0,2024,1837.4779874213837,Sutter Av (L),Brooklyn,40.66937,-73.90198,POINT (-73.90198 40.66937),7.51669332755101
135.0,2023,1961.7243589743591,Livonia Av (L),Brooklyn,40.66404,-73.90057,POINT (-73.90057 40.66404),7.582088766166442
135.0,2024,1912.6352201257862,Livonia Av (L),Brooklyn,40.66404,-73.90057,POINT (-73.90057 40.66404),7.556759968753007
136.0,2023,2401.730769230769,New Lots Av (L),Brooklyn,40.658733,-73.89923,POINT (-73.89923 40.658733),7.7843611900217
136.0,2024,2367.062893081761,New Lots Av (L),Brooklyn,40.658733,-73.89923,POINT (-73.89923 40.658733),7.769827555229643
137.0,2023,2095.3589743589746,East 105 St (L),Brooklyn,40.650574,-73.89948,POINT (-73.89948 40.650574),7.647957297169159
137.0,2024,1977.4716981132076,East 105 St (L),Brooklyn,40.650574,-73.89948,POINT (-73.89948 40.650574),7.590079956004039
138.0,2023,2362.6858974358975,Canarsie-Rockaway Pkwy (L),Brooklyn,40.646652,-73.90185,POINT (-73.90185 40.646652),7.767977500593157
138.0,2024,1863.0377358490566,Canarsie-Rockaway Pkwy (L),Brooklyn,40.646652,-73.90185,POINT (-73.90185 40.646652),7.530500239594833
141.0,2023,1115.4294871794873,Park Pl (S),Brooklyn,40.67477,-73.95763,POINT (-73.95763 40.67477),7.017890914050268
141.0,2024,1176.874213836478,Park Pl (S),Brooklyn,40.67477,-73.95763,POINT (-73.95763 40.67477),7.071466579084463
143.0,2023,5628.121794871795,Inwood-207 St (A),Manhattan,40.868073,-73.9199,POINT (-73.9199 40.868073),8.635708722265266
143.0,2024,6051.1823899371075,Inwood-207 St (A),Manhattan,40.868073,-73.9199,POINT (-73.9199 40.868073),8.708174211588485
144.0,2023,4196.673076923077,Dyckman St (A),Manhattan,40.86549,-73.92727,POINT (-73.92727 40.86549),8.342285621436487
144.0,2024,4378.584905660377,Dyckman St (A),Manhattan,40.86549,-73.92727,POINT (-73.92727 40.86549),8.38470922848232
145.0,2023,3183.0705128205127,190 St (A),Manhattan,40.85902,-73.93418,POINT (-73.93418 40.85902),8.065915692705397
145.0,2024,3147.176100628931,190 St (A),Manhattan,40.85902,-73.93418,POINT (-73.93418 40.85902),8.054578548452014
146.0,2023,5867.532051282052,181 St (A),Manhattan,40.851696,-73.937965,POINT (-73.937965 40.851696),8.677359805105233
146.0,2024,6490.735849056604,181 St (A),Manhattan,40.851696,-73.937965,POINT (-73.937965 40.851696),8.778285239121617
147.0,2023,7440.50641025641,175 St (A),Manhattan,40.84739,-73.939705,POINT (-73.939705 40.84739),8.914828581828772
147.0,2024,7218.918238993711,175 St (A),Manhattan,40.84739,-73.939705,POINT (-73.939705 40.84739),8.884598907583655
149.0,2023,2615.3076923076924,163 St-Amsterdam Av (C),Manhattan,40.836014,-73.939896,POINT (-73.939896 40.836014),7.869519325044147
149.0,2024,2744.666666666667,163 St-Amsterdam Av (C),Manhattan,40.836014,-73.939896,POINT (-73.939896 40.836014),7.917779190273139
150.0,2023,1671.679487179487,155 St (C),Manhattan,40.830517,-73.94151,POINT (-73.94151 40.830517),7.422182102943603
150.0,2024,1723.566037735849,155 St (C),Manhattan,40.830517,-73.94151,POINT (-73.94151 40.830517),7.45273072548879
151.0,2023,15322.833333333334,"145 St (A,C,B,D)",Manhattan,40.824783,-73.944214,POINT (-73.944214 40.824783),9.637164629575889
151.0,2024,15979.503144654087,"145 St (A,C,B,D)",Manhattan,40.824783,-73.944214,POINT (-73.944214 40.824783),9.679124704722849
152.0,2023,3699.019230769231,"135 St (C,B)",Manhattan,40.817894,-73.94765,POINT (-73.94765 40.817894),8.216093296124006
152.0,2024,3872.5408805031443,"135 St (C,B)",Manhattan,40.817894,-73.94765,POINT (-73.94765 40.817894),8.261924323908906
153.0,2023,17839.903846153848,"125 St (A,C,B,D)",Manhattan,40.811108,-73.95235,POINT (-73.95235 40.811108),9.7892490688727
153.0,2024,18763.477987421385,"125 St (A,C,B,D)",Manhattan,40.811108,-73.95235,POINT (-73.95235 40.811108),9.839720892766055
154.0,2023,4670.942307692308,"116 St (C,B)",Manhattan,40.805084,-73.95488,POINT (-73.95488 40.805084),8.449330175907056
154.0,2024,4541.911949685535,"116 St (C,B)",Manhattan,40.805084,-73.95488,POINT (-73.95488 40.805084),8.421323484036368
155.0,2023,5306.134615384615,"Cathedral Pkwy (110 St) (C,B)",Manhattan,40.800602,-73.95816,POINT (-73.95816 40.800602),8.576807348133594
155.0,2024,5415.377358490566,"Cathedral Pkwy (110 St) (C,B)",Manhattan,40.800602,-73.95816,POINT (-73.95816 40.800602),8.597182486923167
156.0,2023,3259.1474358974356,"103 St (C,B)",Manhattan,40.796093,-73.96146,POINT (-73.96146 40.796093),8.08952769907351
156.0,2024,3295.534591194969,"103 St (C,B)",Manhattan,40.796093,-73.96146,POINT (-73.96146 40.796093),8.100627071807862
157.0,2023,7196.9358974358975,"96 St (C,B)",Manhattan,40.79164,-73.9647,POINT (-73.9647 40.79164),8.881549582991639
157.0,2024,7382.773584905661,"96 St (C,B)",Manhattan,40.79164,-73.9647,POINT (-73.9647 40.79164),8.907040112779969
158.0,2023,8198.71794871795,"86 St (C,B)",Manhattan,40.78587,-73.96892,POINT (-73.96892 40.78587),9.01185503616296
158.0,2024,8644.119496855346,"86 St (C,B)",Manhattan,40.78587,-73.96892,POINT (-73.96892 40.78587),9.06475022067719
159.0,2023,10051.570512820514,"81 St-Museum of Natural History (C,B)",Manhattan,40.781433,-73.972145,POINT (-73.972145 40.781433),9.215583653202984
159.0,2024,10200.80503144654,"81 St-Museum of Natural History (C,B)",Manhattan,40.781433,-73.972145,POINT (-73.972145 40.781433),9.230319947483412
160.0,2023,7023.282051282052,"72 St (C,B)",Manhattan,40.775593,-73.97641,POINT (-73.97641 40.775593),8.857128289873504
160.0,2024,7676.207547169812,"72 St (C,B)",Manhattan,40.775593,-73.97641,POINT (-73.97641 40.775593),8.94601115939405
162.0,2023,14949.833333333334,"50 St (C,E)",Manhattan,40.762455,-73.985985,POINT (-73.985985 40.762455),9.61252231862543
162.0,2024,16661.861635220124,"50 St (C,E)",Manhattan,40.762455,-73.985985,POINT (-73.985985 40.762455),9.720937667790539
164.0,2023,55994.78846153846,"34 St-Penn Station (A,C,E)",Manhattan,40.75229,-73.99339,POINT (-73.99339 40.75229),10.933031760845214
164.0,2024,59623.723270440256,"34 St-Penn Station (A,C,E)",Manhattan,40.75229,-73.99339,POINT (-73.99339 40.75229),10.995825587013252
165.0,2023,14762.5,"23 St (C,E)",Manhattan,40.745907,-73.99804,POINT (-73.99804 40.745907),9.599913197415486
165.0,2024,16127.566037735849,"23 St (C,E)",Manhattan,40.745907,-73.99804,POINT (-73.99804 40.745907),9.688347266841028
167.0,2023,30017.4358974359,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",Manhattan,40.732338,-74.000496,POINT (-74.000496 40.732338),10.309567001812637
167.0,2024,32021.421383647797,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",Manhattan,40.732338,-74.000496,POINT (-74.000496 40.732338),10.374191604667468
168.0,2023,10268.53205128205,"Spring St (C,E)",Manhattan,40.726227,-74.00374,POINT (-74.00374 40.726227),9.236936737257635
168.0,2024,10929.232704402517,"Spring St (C,E)",Manhattan,40.726227,-74.00374,POINT (-74.00374 40.726227),9.299287871374185
169.0,2023,13507.057692307691,"Canal St (A,C,E)",Manhattan,40.720825,-74.005226,POINT (-74.005226 40.720825),9.511041652469665
169.0,2024,13848.842767295597,"Canal St (A,C,E)",Manhattan,40.720825,-74.005226,POINT (-74.005226 40.720825),9.53602915900921
173.0,2023,7079.8141025641025,"High St (A,C)",Brooklyn,40.699337,-73.99053,POINT (-73.99053 40.699337),8.865144166315222
173.0,2024,6761.232704402515,"High St (A,C)",Brooklyn,40.699337,-73.99053,POINT (-73.99053 40.699337),8.819108396222358
175.0,2023,8614.77564102564,"Hoyt-Schermerhorn Sts (A,C,G)",Brooklyn,40.688484,-73.985,POINT (-73.985 40.688484),9.061350178690502
175.0,2024,8719.88679245283,"Hoyt-Schermerhorn Sts (A,C,G)",Brooklyn,40.688484,-73.985,POINT (-73.985 40.688484),9.073476208114505
176.0,2023,3850.0641025641025,Lafayette Av (C),Brooklyn,40.68611,-73.973946,POINT (-73.973946 40.68611),8.256104779369464
176.0,2024,4071.496855345912,Lafayette Av (C),Brooklyn,40.68611,-73.973946,POINT (-73.973946 40.68611),8.312011568307925
177.0,2023,5281.442307692308,Clinton-Washington Avs (C),Brooklyn,40.68326,-73.965836,POINT (-73.965836 40.68326),8.572143828028265
177.0,2024,5587.805031446541,Clinton-Washington Avs (C),Brooklyn,40.68326,-73.965836,POINT (-73.965836 40.68326),8.628520774325304
179.0,2023,12172.423076923076,"Nostrand Av (A,C)",Brooklyn,40.68044,-73.950424,POINT (-73.950424 40.68044),9.407010418159548
179.0,2024,12464.106918238993,"Nostrand Av (A,C)",Brooklyn,40.68044,-73.950424,POINT (-73.950424 40.68044),9.430688573396925
180.0,2023,4598.141025641025,Kingston-Throop Avs (C),Brooklyn,40.67992,-73.94086,POINT (-73.94086 40.67992),8.433624831484007
180.0,2024,4870.0,Kingston-Throop Avs (C),Brooklyn,40.67992,-73.94086,POINT (-73.94086 40.67992),8.491054533806542
181.0,2023,9468.384615384615,"Utica Av (A,C)",Brooklyn,40.679363,-73.93073,POINT (-73.93073 40.679363),9.155819201532724
181.0,2024,9144.27672955975,"Utica Av (A,C)",Brooklyn,40.679363,-73.93073,POINT (-73.93073 40.679363),9.120992820570498
182.0,2023,3430.1794871794873,Ralph Av (C),Brooklyn,40.67882,-73.920784,POINT (-73.920784 40.67882),8.140659354862198
182.0,2024,3429.5220125786163,Ralph Av (C),Brooklyn,40.67882,-73.920784,POINT (-73.920784 40.67882),8.14046771883638
183.0,2023,3520.4294871794873,Rockaway Av (C),Brooklyn,40.67834,-73.91195,POINT (-73.91195 40.67834),8.166622290466458
183.0,2024,3833.6792452830186,Rockaway Av (C),Brooklyn,40.67834,-73.91195,POINT (-73.91195 40.67834),8.251841071524565
185.0,2023,1702.2628205128206,Liberty Av (C),Brooklyn,40.67454,-73.896545,POINT (-73.896545 40.67454),7.440300996713558
185.0,2024,1663.6415094339623,Liberty Av (C),Brooklyn,40.67454,-73.896545,POINT (-73.896545 40.67454),7.417365069582822
186.0,2023,1743.0384615384614,Van Siclen Av (C),Brooklyn,40.67271,-73.89036,POINT (-73.89036 40.67271),7.463958657860186
186.0,2024,1833.8742138364778,Van Siclen Av (C),Brooklyn,40.67271,-73.89036,POINT (-73.89036 40.67271),7.514731209821131
187.0,2023,1881.1282051282053,Shepherd Av (C),Brooklyn,40.67413,-73.88075,POINT (-73.88075 40.67413),7.5401584395723305
187.0,2024,1778.867924528302,Shepherd Av (C),Brooklyn,40.67413,-73.88075,POINT (-73.88075 40.67413),7.484294440829996
188.0,2023,7054.089743589744,"Euclid Av (A,C)",Brooklyn,40.675377,-73.87211,POINT (-73.87211 40.675377),8.861504584771529
188.0,2024,7004.572327044025,"Euclid Av (A,C)",Brooklyn,40.675377,-73.87211,POINT (-73.87211 40.675377),8.854461158080884
189.0,2023,3967.1025641025644,Grant Av (A),Brooklyn,40.677044,-73.86505,POINT (-73.86505 40.677044),8.286043315878821
189.0,2024,3765.264150943396,Grant Av (A),Brooklyn,40.677044,-73.86505,POINT (-73.86505 40.677044),8.23383884774071
190.0,2023,3087.8205128205127,80 St (A),Queens,40.67937,-73.85899,POINT (-73.85899 40.67937),8.035544585960258
190.0,2024,2967.754716981132,80 St (A),Queens,40.67937,-73.85899,POINT (-73.85899 40.67937),7.9958978566595444
191.0,2023,2011.2115384615386,88 St (A),Queens,40.679844,-73.85147,POINT (-73.85147 40.679844),7.6069896640933425
191.0,2024,1963.132075471698,88 St (A),Queens,40.679844,-73.85147,POINT (-73.85147 40.679844),7.582805734856865
192.0,2023,5177.801282051282,Rockaway Blvd (A),Queens,40.680428,-73.84386,POINT (-73.84386 40.680428),8.552328895742058
192.0,2024,5004.8490566037735,Rockaway Blvd (A),Queens,40.680428,-73.84386,POINT (-73.84386 40.680428),8.518362319040873
193.0,2023,1282.7756410256409,104 St (A),Queens,40.68171,-73.837685,POINT (-73.837685 40.68171),7.157560734578365
193.0,2024,1255.433962264151,104 St (A),Queens,40.68171,-73.837685,POINT (-73.837685 40.68171),7.136032798709649
194.0,2023,1658.3717948717947,111 St (A),Queens,40.68433,-73.83216,POINT (-73.83216 40.68433),7.414194372901083
194.0,2024,1607.6540880503146,111 St (A),Queens,40.68433,-73.83216,POINT (-73.83216 40.68433),7.383153138205514
195.0,2023,4640.5192307692305,Ozone Park-Lefferts Blvd (A),Queens,40.68595,-73.8258,POINT (-73.8258 40.68595),8.442797012054335
195.0,2024,4580.672955974843,Ozone Park-Lefferts Blvd (A),Queens,40.68595,-73.8258,POINT (-73.8258 40.68595),8.429819484642156
196.0,2023,557.4358974358975,Aqueduct Racetrack (A),Queens,40.672096,-73.83592,POINT (-73.83592 40.672096),6.325139835620963
196.0,2024,483.49056603773585,Aqueduct Racetrack (A),Queens,40.672096,-73.83592,POINT (-73.83592 40.672096),6.183097959598907
197.0,2023,594.1794871794872,Aqueduct-N Conduit Av (A),Queens,40.668236,-73.83406,POINT (-73.83406 40.668236),6.388863019180852
197.0,2024,604.4088050314466,Aqueduct-N Conduit Av (A),Queens,40.668236,-73.83406,POINT (-73.83406 40.668236),6.405903940636869
198.0,2023,2026.3782051282053,Howard Beach-JFK Airport (A),Queens,40.660477,-73.8303,POINT (-73.8303 40.660477),7.614498712731793
198.0,2024,2601.069182389937,Howard Beach-JFK Airport (A),Queens,40.660477,-73.8303,POINT (-73.8303 40.660477),7.864062246878076
199.0,2023,204.1346153846154,"Broad Channel (A,S)",Queens,40.608383,-73.815926,POINT (-73.815926 40.608383),5.323666424044055
199.0,2024,215.45283018867926,"Broad Channel (A,S)",Queens,40.608383,-73.815926,POINT (-73.815926 40.608383),5.37737264928728
200.0,2023,490.4102564102564,"Beach 90 St (A,S)",Queens,40.588036,-73.813644,POINT (-73.813644 40.588036),6.197279331685009
200.0,2024,499.13836477987417,"Beach 90 St (A,S)",Queens,40.588036,-73.813644,POINT (-73.813644 40.588036),6.2148847896993775
201.0,2023,308.6923076923077,"Beach 98 St (A,S)",Queens,40.585308,-73.82056,POINT (-73.82056 40.585308),5.7355792487382
201.0,2024,307.8805031446541,"Beach 98 St (A,S)",Queens,40.585308,-73.82056,POINT (-73.82056 40.585308),5.732954480887101
202.0,2023,182.22435897435895,"Beach 105 St (A,S)",Queens,40.58321,-73.82756,POINT (-73.82756 40.58321),5.21071140723496
202.0,2024,206.0880503144654,"Beach 105 St (A,S)",Queens,40.58321,-73.82756,POINT (-73.82756 40.58321),5.333144066661815
203.0,2023,491.8076923076923,"Rockaway Park-Beach 116 St (A,S)",Queens,40.580902,-73.835594,POINT (-73.835594 40.580902),6.200119021488094
203.0,2024,517.8301886792453,"Rockaway Park-Beach 116 St (A,S)",Queens,40.580902,-73.835594,POINT (-73.835594 40.580902),6.251576640185057
204.0,2023,1536.2435897435898,Beach 67 St (A),Queens,40.590927,-73.79692,POINT (-73.79692 40.590927),7.337746214874382
204.0,2024,1522.817610062893,Beach 67 St (A),Queens,40.590927,-73.79692,POINT (-73.79692 40.590927),7.328974050648134
205.0,2023,1194.8846153846155,Beach 60 St (A),Queens,40.592373,-73.78852,POINT (-73.78852 40.592373),7.0866414544256
205.0,2024,1115.566037735849,Beach 60 St (A),Queens,40.592373,-73.78852,POINT (-73.78852 40.592373),7.018013216629926
206.0,2023,489.7179487179487,Beach 44 St (A),Queens,40.59294,-73.77602,POINT (-73.77602 40.59294),6.195869520209562
206.0,2024,510.1509433962264,Beach 44 St (A),Queens,40.59294,-73.77602,POINT (-73.77602 40.59294),6.236664934836117
207.0,2023,584.1089743589744,Beach 36 St (A),Queens,40.595398,-73.76817,POINT (-73.76817 40.595398),6.371798110839226
207.0,2024,541.0943396226415,Beach 36 St (A),Queens,40.595398,-73.76817,POINT (-73.76817 40.595398),6.2954400446376075
208.0,2023,1114.9358974358975,Beach 25 St (A),Queens,40.600067,-73.76135,POINT (-73.76135 40.600067),7.0174487017179725
208.0,2024,1046.5849056603774,Beach 25 St (A),Queens,40.600067,-73.76135,POINT (-73.76135 40.600067),6.954242704034505
209.0,2023,2903.846153846154,Far Rockaway-Mott Av (A),Queens,40.603996,-73.7554,POINT (-73.7554 40.603996),7.974135708794526
209.0,2024,3227.301886792453,Far Rockaway-Mott Av (A),Queens,40.603996,-73.7554,POINT (-73.7554 40.603996),8.079711546328163
210.0,2023,4401.5192307692305,Norwood-205 St (D),Bronx,40.87481,-73.87885,POINT (-73.87885 40.87481),8.38993220850829
210.0,2024,4372.74213836478,Norwood-205 St (D),Bronx,40.87481,-73.87885,POINT (-73.87885 40.87481),8.38337424622153
211.0,2023,4418.647435897436,"Bedford Park Blvd (B,D)",Bronx,40.873245,-73.88714,POINT (-73.88714 40.873245),8.393815206256232
211.0,2024,4113.33962264151,"Bedford Park Blvd (B,D)",Bronx,40.873245,-73.88714,POINT (-73.88714 40.873245),8.322233619708252
212.0,2023,4150.5192307692305,"Kingsbridge Rd (B,D)",Bronx,40.866978,-73.89351,POINT (-73.89351 40.866978),8.331229625937347
212.0,2024,3898.622641509434,"Kingsbridge Rd (B,D)",Bronx,40.866978,-73.89351,POINT (-73.89351 40.866978),8.268635068849
213.0,2023,6695.5192307692305,"Fordham Rd (B,D)",Bronx,40.861298,-73.89775,POINT (-73.89775 40.861298),8.809343152587292
213.0,2024,5580.679245283019,"Fordham Rd (B,D)",Bronx,40.861298,-73.89775,POINT (-73.89775 40.861298),8.627244950116872
214.0,2023,2921.9166666666665,"182-183 Sts (B,D)",Bronx,40.856094,-73.90074,POINT (-73.90074 40.856094),7.980337255182661
214.0,2024,2820.6540880503144,"182-183 Sts (B,D)",Bronx,40.856094,-73.90074,POINT (-73.90074 40.856094),7.945078548021611
215.0,2023,4366.217948717949,"Tremont Av (B,D)",Bronx,40.85041,-73.90523,POINT (-73.90523 40.85041),8.381881460350554
215.0,2024,4536.597484276729,"Tremont Av (B,D)",Bronx,40.85041,-73.90523,POINT (-73.90523 40.85041),8.420152962480447
216.0,2023,2804.455128205128,"174-175 Sts (B,D)",Bronx,40.8459,-73.91013,POINT (-73.91013 40.8459),7.939321060839317
216.0,2024,2667.132075471698,"174-175 Sts (B,D)",Bronx,40.8459,-73.91013,POINT (-73.91013 40.8459),7.889133909360366
217.0,2023,3598.0320512820513,"170 St (B,D)",Bronx,40.839306,-73.9134,POINT (-73.9134 40.839306),8.18842021364706
217.0,2024,3393.9622641509436,"170 St (B,D)",Bronx,40.839306,-73.9134,POINT (-73.9134 40.839306),8.130047924806117
218.0,2023,5049.4807692307695,"167 St (B,D)",Bronx,40.83377,-73.91844,POINT (-73.91844 40.83377),8.527238719565874
218.0,2024,4748.874213836478,"167 St (B,D)",Bronx,40.83377,-73.91844,POINT (-73.91844 40.83377),8.465873415380468
220.0,2023,1948.3782051282053,"155 St (B,D)",Manhattan,40.830135,-73.93821,POINT (-73.93821 40.830135),7.575265731543188
220.0,2024,1820.8301886792453,"155 St (B,D)",Manhattan,40.830135,-73.93821,POINT (-73.93821 40.830135),7.507596872971113
221.0,2023,5108.8525641025635,21 St-Queensbridge (F),Queens,40.754204,-73.94283,POINT (-73.94283 40.754204),8.538925830355398
221.0,2024,5565.974842767296,21 St-Queensbridge (F),Queens,40.754204,-73.94283,POINT (-73.94283 40.754204),8.624607069180536
222.0,2023,5152.782051282052,Roosevelt Island (F),Manhattan,40.759144,-73.95326,POINT (-73.95326 40.759144),8.547486103023271
222.0,2024,5679.855345911949,Roosevelt Island (F),Manhattan,40.759144,-73.95326,POINT (-73.95326 40.759144),8.644857089446807
223.0,2023,12395.096153846154,"Lexington Av/63 St (F,Q)",Manhattan,40.76463,-73.96611,POINT (-73.96611 40.76463),9.425136875722194
223.0,2024,12341.201257861634,"Lexington Av/63 St (F,Q)",Manhattan,40.76463,-73.96611,POINT (-73.96611 40.76463),9.420779665494262
224.0,2023,8699.23076923077,57 St (F),Manhattan,40.763973,-73.97745,POINT (-73.97745 40.763973),9.071104829489828
224.0,2024,9494.333333333334,57 St (F),Manhattan,40.763973,-73.97745,POINT (-73.97745 40.763973),9.158555728826421
225.0,2023,41141.81410256411,"47-50 Sts-Rockefeller Ctr (B,D,F,M)",Manhattan,40.758663,-73.98133,POINT (-73.98133 40.758663),10.62480456394399
225.0,2024,44426.38993710691,"47-50 Sts-Rockefeller Ctr (B,D,F,M)",Manhattan,40.758663,-73.98133,POINT (-73.98133 40.758663),10.701611448696985
228.0,2023,19013.115384615383,"23 St (F,M)",Manhattan,40.742878,-73.99282,POINT (-73.99282 40.742878),9.852936897303602
228.0,2024,20212.396226415094,"23 St (F,M)",Manhattan,40.742878,-73.99282,POINT (-73.99282 40.742878),9.91410084310843
231.0,2023,17555.96153846154,"Grand St (B,D)",Manhattan,40.718266,-73.99375,POINT (-73.99375 40.718266),9.773205819099926
231.0,2024,17208.522012578615,"Grand St (B,D)",Manhattan,40.718266,-73.99375,POINT (-73.99375 40.718266),9.753218115001095
232.0,2023,11923.378205128205,2 Av (F),Manhattan,40.7234,-73.98994,POINT (-73.98994 40.7234),9.386340172269481
232.0,2024,11998.276729559748,2 Av (F),Manhattan,40.7234,-73.98994,POINT (-73.98994 40.7234),9.392601654416987
234.0,2023,11207.025641025642,East Broadway (F),Manhattan,40.713715,-73.99017,POINT (-73.99017 40.713715),9.324385375757414
234.0,2024,10666.201257861634,East Broadway (F),Manhattan,40.713715,-73.99017,POINT (-73.99017 40.713715),9.27492900978242
235.0,2023,9937.942307692309,York St (F),Brooklyn,40.701397,-73.98675,POINT (-73.98675 40.701397),9.204215886312092
235.0,2024,10494.213836477988,York St (F),Brooklyn,40.701397,-73.98675,POINT (-73.98675 40.701397),9.25867460712844
236.0,2023,8614.801282051283,"Bergen St (F,G)",Brooklyn,40.686146,-73.99086,POINT (-73.99086 40.686146),9.061353154741477
236.0,2024,8422.37106918239,"Bergen St (F,G)",Brooklyn,40.686146,-73.99086,POINT (-73.99086 40.686146),9.03876539162286
237.0,2023,8791.942307692309,"Carroll St (F,G)",Brooklyn,40.6803,-73.99505,POINT (-73.99505 40.6803),9.081704668194314
237.0,2024,8947.672955974844,"Carroll St (F,G)",Brooklyn,40.6803,-73.99505,POINT (-73.99505 40.6803),9.099260527199926
238.0,2023,3162.2564102564106,"Smith-9 Sts (F,G)",Brooklyn,40.67358,-73.99596,POINT (-73.99596 40.67358),8.05935728554528
238.0,2024,3065.4150943396226,"Smith-9 Sts (F,G)",Brooklyn,40.67358,-73.99596,POINT (-73.99596 40.67358),8.028264436549541
240.0,2023,8907.596153846154,"7 Av (F,G)",Brooklyn,40.66627,-73.98031,POINT (-73.98031 40.66627),9.09477194956032
240.0,2024,9046.836477987421,"7 Av (F,G)",Brooklyn,40.66627,-73.98031,POINT (-73.98031 40.66627),9.110280944907998
241.0,2023,4475.224358974358,"15 St-Prospect Park (F,G)",Brooklyn,40.660366,-73.97949,POINT (-73.97949 40.660366),8.40653519305817
241.0,2024,4471.773584905661,"15 St-Prospect Park (F,G)",Brooklyn,40.660366,-73.97949,POINT (-73.97949 40.660366),8.40576398397725
242.0,2023,4423.51282051282,"Fort Hamilton Pkwy (F,G)",Brooklyn,40.650784,-73.97578,POINT (-73.97578 40.650784),8.394915454321653
242.0,2024,4383.314465408805,"Fort Hamilton Pkwy (F,G)",Brooklyn,40.650784,-73.97578,POINT (-73.97578 40.650784),8.38578855630372
243.0,2023,6726.717948717948,"Church Av (F,G)",Brooklyn,40.64404,-73.979675,POINT (-73.979675 40.64404),8.813991278764215
243.0,2024,6563.503144654089,"Church Av (F,G)",Brooklyn,40.64404,-73.979675,POINT (-73.979675 40.64404),8.789432101413443
244.0,2023,3083.6153846153848,Ditmas Av (F),Brooklyn,40.63612,-73.97817,POINT (-73.97817 40.63612),8.034182255833123
244.0,2024,2902.4842767295595,Ditmas Av (F),Brooklyn,40.63612,-73.97817,POINT (-73.97817 40.63612),7.9736667695157335
245.0,2023,2592.378205128205,18 Av (F),Brooklyn,40.629753,-73.976974,POINT (-73.976974 40.629753),7.860716631103302
245.0,2024,2491.635220125786,18 Av (F),Brooklyn,40.629753,-73.976974,POINT (-73.976974 40.629753),7.821095751167195
246.0,2023,1407.5833333333333,Avenue I (F),Brooklyn,40.62532,-73.97613,POINT (-73.97613 40.62532),7.250339750162177
246.0,2024,1225.8490566037735,Avenue I (F),Brooklyn,40.62532,-73.97613,POINT (-73.97613 40.62532),7.1122044188907125
247.0,2023,1026.326923076923,Bay Pkwy (F),Brooklyn,40.62077,-73.975266,POINT (-73.975266 40.62077),6.934715487487996
247.0,2024,873.4276729559748,Bay Pkwy (F),Brooklyn,40.62077,-73.975266,POINT (-73.975266 40.62077),6.773569584298386
248.0,2023,2191.416666666667,Avenue N (F),Brooklyn,40.61514,-73.9742,POINT (-73.9742 40.61514),7.692759715162163
248.0,2024,1989.9685534591194,Avenue N (F),Brooklyn,40.61514,-73.9742,POINT (-73.9742 40.61514),7.596376509594472
249.0,2023,1941.5384615384614,Avenue P (F),Brooklyn,40.608944,-73.97302,POINT (-73.97302 40.608944),7.571750882065585
249.0,2024,1785.0817610062893,Avenue P (F),Brooklyn,40.608944,-73.97302,POINT (-73.97302 40.608944),7.4877795392275335
250.0,2023,2541.1987179487182,Kings Hwy (F),Brooklyn,40.603218,-73.97236,POINT (-73.97236 40.603218),7.840784622552644
250.0,2024,2636.4402515723273,Kings Hwy (F),Brooklyn,40.603218,-73.97236,POINT (-73.97236 40.603218),7.877564124095436
251.0,2023,1452.4615384615386,Avenue U (F),Brooklyn,40.59606,-73.97336,POINT (-73.97336 40.59606),7.281703258322053
251.0,2024,1343.6792452830189,Avenue U (F),Brooklyn,40.59606,-73.97336,POINT (-73.97336 40.59606),7.203910784251739
252.0,2023,1940.5897435897436,Avenue X (F),Brooklyn,40.58962,-73.97425,POINT (-73.97425 40.58962),7.571262371945691
252.0,2024,1754.5031446540881,Avenue X (F),Brooklyn,40.58962,-73.97425,POINT (-73.97425 40.58962),7.470510786922228
253.0,2023,1228.576923076923,Neptune Av (F),Brooklyn,40.581013,-73.97457,POINT (-73.97457 40.581013),7.1144254242188305
253.0,2024,1131.5283018867924,Neptune Av (F),Brooklyn,40.581013,-73.97457,POINT (-73.97457 40.581013),7.032207847673443
