station_complex,station_complex_id,borough,latitude,longitude,geometry,avg_annual_ridership,log_avg_ridership
"Carroll St (F,G)",237.0,Brooklyn,40.6803,-73.99505,POINT (-73.99505 40.6803),8869.807631833577,9.090521123225557
Castle Hill Av (6),365.0,Bronx,40.834255,-73.85122,POINT (-73.85122 40.834255),3721.1751935171746,8.222063505819646
Cathedral Pkwy (110 St) (1),308.0,Manhattan,40.803967,-73.96685,POINT (-73.96685 40.803967),8882.613993710693,9.091963734465526
"Cathedral Pkwy (110 St) (C,B)",155.0,Manhattan,40.800602,-73.95816,POINT (-73.95816 40.800602),5360.755986937591,8.587046809915854
Central Av (M),114.0,Brooklyn,40.697857,-73.9274,POINT (-73.9274 40.697857),2828.179970972424,7.94774218574063
"Central Park North (110 St) (2,3)",441.0,Manhattan,40.799076,-73.95182,POINT (-73.95182 40.799076),4913.069182389937,8.499857631612452
"Chambers St (1,2,3)",327.0,Manhattan,40.715477,-74.00927,POINT (-74.00927 40.715477),13909.519351717465,9.540400620792564
"Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)",624.0,Manhattan,40.71411,-74.00858,POINT (-74.00858 40.71411),45015.995706337686,10.714795379811486
"Chauncey St (J,Z)",93.0,Brooklyn,40.68289,-73.91045,POINT (-73.91045 40.68289),1906.6914610546687,7.5536491308894504
Christopher St-Sheridan Sq (1),323.0,Manhattan,40.73342,-74.00291,POINT (-74.00291 40.73342),8312.340953072086,9.025616847133913
"Church Av (2,5)",356.0,Brooklyn,40.650845,-73.94958,POINT (-73.94958 40.650845),6251.356797290759,8.74071375921732
"Church Av (B,Q)",44.0,Brooklyn,40.650528,-73.96298,POINT (-73.96298 40.650528),10076.118650217708,9.21802265257029
"Church Av (F,G)",243.0,Brooklyn,40.64404,-73.979675,POINT (-73.979675 40.64404),6645.110546686019,8.801787082343164
"City Hall (R,W)",20.0,Manhattan,40.713284,-74.00698,POINT (-74.00698 40.713284),4121.2459482341565,8.324153426879063
"Clark St (2,3)",334.0,Brooklyn,40.697468,-73.99309,POINT (-73.99309 40.697468),4925.591618287373,8.502402672623479
Classon Av (G),290.0,Brooklyn,40.688873,-73.96007,POINT (-73.96007 40.688873),4016.483006773101,8.298410867801378
Cleveland St (J),89.0,Brooklyn,40.679947,-73.884636,POINT (-73.884636 40.679947),1388.3049104983068,7.236558836661135
Clinton-Washington Avs (C),177.0,Brooklyn,40.68326,-73.965836,POINT (-73.965836 40.68326),5434.623669569424,8.600729543582712
Clinton-Washington Avs (G),291.0,Brooklyn,40.688087,-73.96684,POINT (-73.96684 40.688087),3930.4571843251088,8.276765420955154
"Coney Island-Stillwell Av (D,F,N,Q)",58.0,Brooklyn,40.577423,-73.98123,POINT (-73.98123 40.577423),9972.860425737785,9.207722992198025
Cortelyou Rd (Q),46.0,Brooklyn,40.640926,-73.96389,POINT (-73.96389 40.640926),4235.578374455733,8.351511235279917
"Court Sq (E,G,M,7)",606.0,Queens,40.747845,-73.94383,POINT (-73.94383 40.747845),18883.90590227383,9.846118252463974
"Court St (R)/Borough Hall (2,3,4,5)",620.0,Brooklyn,40.69322,-73.99,POINT (-73.99 40.69322),22325.478592162555,10.013528633883597
"Crescent St (J,Z)",87.0,Brooklyn,40.683193,-73.87379,POINT (-73.87379 40.683193),2326.4031809385583,7.752508410407836
"Crown Hts-Utica Av (3,4)",345.0,Brooklyn,40.668896,-73.932945,POINT (-73.932945 40.668896),16975.379958877602,9.739578242723788
Cypress Av (6),375.0,Bronx,40.805367,-73.91404,POINT (-73.91404 40.805367),1833.398282535075,7.514471795288936
Cypress Hills (J),86.0,Brooklyn,40.68994,-73.87255,POINT (-73.87255 40.68994),1018.8694363812289,6.927429894537348
"DeKalb Av (B,Q,R)",26.0,Brooklyn,40.690636,-73.98183,POINT (-73.98183 40.690636),15352.07039187228,9.639070758542044
DeKalb Av (L),127.0,Brooklyn,40.70381,-73.91843,POINT (-73.91843 40.70381),8873.354559748426,9.090920886036828
"Delancey St (F)/Essex St (J,M,Z)",625.0,Manhattan,40.718613,-73.987434,POINT (-73.987434 40.718613),20860.250907111757,9.945648693540708
Ditmas Av (F),244.0,Brooklyn,40.63612,-73.97817,POINT (-73.97817 40.63612),2993.049830672472,8.004382208352252
Dyckman St (1),299.0,Manhattan,40.86053,-73.92554,POINT (-73.92554 40.86053),4658.865445089502,8.446741852258503
Dyckman St (A),144.0,Manhattan,40.86549,-73.92727,POINT (-73.92727 40.86549),4287.628991291727,8.363722378395229
E 143 St-St Mary's St (6),374.0,Bronx,40.80872,-73.90765,POINT (-73.90765 40.80872),930.430091920658,6.836721138294207
E 149 St (6),373.0,Bronx,40.81212,-73.9041,POINT (-73.9041 40.81212),3062.890239477504,8.027440707594002
"E 180 St (2,5)",426.0,Bronx,40.841892,-73.87349,POINT (-73.87349 40.841892),5687.194363812288,8.646148141752342
East 105 St (L),137.0,Brooklyn,40.650574,-73.89948,POINT (-73.89948 40.650574),2036.4153362360912,7.619437291484115
East Broadway (F),234.0,Manhattan,40.713715,-73.99017,POINT (-73.99017 40.713715),10936.613449443637,9.299962903132636
Eastchester-Dyre Av (5),442.0,Bronx,40.8883,-73.83083,POINT (-73.83083 40.8883),2699.211961780358,7.90108555327421
"Eastern Pkwy-Brooklyn Museum (2,3)",341.0,Brooklyn,40.671986,-73.96438,POINT (-73.96438 40.671986),3380.917755200774,8.126198210771573
Elder Av (6),369.0,Bronx,40.828583,-73.87916,POINT (-73.87916 40.828583),3694.7695331398163,8.21494407506516
"Elmhurst Av (M,R)",266.0,Queens,40.742455,-73.88202,POINT (-73.88202 40.742455),8889.776306240929,9.092769648232135
"Euclid Av (A,C)",188.0,Brooklyn,40.675377,-73.87211,POINT (-73.87211 40.675377),7029.3310353168845,8.85798907264583
Far Rockaway-Mott Av (A),209.0,Queens,40.603996,-73.7554,POINT (-73.7554 40.603996),3065.5740203193036,8.028316263147223
"Flatbush Av-Brooklyn College (2,5)",359.0,Brooklyn,40.632835,-73.94764,POINT (-73.94764 40.632835),13072.468251088536,9.47834013110204
Flushing Av (G),287.0,Brooklyn,40.70038,-73.95023,POINT (-73.95023 40.70038),2241.8590348330913,7.7155066858368855
"Flushing Av (M,J)",98.0,Brooklyn,40.70026,-73.941124,POINT (-73.941124 40.70026),5355.54801644896,8.586075019808606
Flushing-Main St (7),447.0,Queens,40.7596,-73.83003,POINT (-73.83003 40.7596),44700.40626511853,10.707760240176569
Fordham Rd (4),382.0,Bronx,40.862804,-73.90103,POINT (-73.90103 40.862804),6240.19557329463,8.738927041295263
"Fordham Rd (B,D)",213.0,Bronx,40.861298,-73.89775,POINT (-73.89775 40.861298),6138.099238026125,8.722433306474578
Forest Av (M),110.0,Queens,40.704422,-73.903076,POINT (-73.903076 40.704422),3251.7649371069183,8.087260663520276
"Forest Hills-71 Av (E,F,M,R)",261.0,Queens,40.72169,-73.84452,POINT (-73.84452 40.72169),19062.964138848572,9.855555137684098
Fort Hamilton Pkwy (D),60.0,Brooklyn,40.640915,-73.9943,POINT (-73.9943 40.640915),2930.1602564102564,7.983153615575887
"Fort Hamilton Pkwy (F,G)",242.0,Brooklyn,40.650784,-73.97578,POINT (-73.97578 40.650784),4403.4136429608125,8.390362417809975
Fort Hamilton Pkwy (N),72.0,Brooklyn,40.631386,-74.00535,POINT (-74.00535 40.631386),4945.4779269472665,8.506431072395547
"Franklin Av (2,3,4,5)/Botanic Garden (S)",626.0,Brooklyn,40.67068,-73.95813,POINT (-73.95813 40.67068),10738.780781325593,9.281709956432342
"Franklin Av (C,S)",627.0,Brooklyn,40.68138,-73.95685,POINT (-73.95685 40.68138),3908.192368166425,8.271086076187737
Franklin St (1),326.0,Manhattan,40.71932,-74.00689,POINT (-74.00689 40.71932),4729.81706579584,8.461853207750991
"Freeman St (2,5)",429.0,Bronx,40.829994,-73.89187,POINT (-73.89187 40.829994),2699.229136429608,7.90109191373586
Fresh Pond Rd (M),109.0,Queens,40.706184,-73.895874,POINT (-73.895874 40.706184),4201.165336236091,8.343355227664686
"Fulton St (A,C,J,Z,2,3,4,5)",628.0,Manhattan,40.71037,-74.00657,POINT (-74.00657 40.71037),63320.64652878568,11.05598251695418
Fulton St (G),292.0,Brooklyn,40.68712,-73.97537,POINT (-73.97537 40.68712),4529.588292210934,8.418607075875471
"Gates Av (J,Z)",95.0,Brooklyn,40.68963,-73.92227,POINT (-73.92227 40.68963),4668.944484760523,8.448902462960705
Graham Av (L),122.0,Brooklyn,40.714565,-73.94405,POINT (-73.94405 40.714565),7105.981313497823,8.868832863514001
"Grand Army Plaza (2,3)",340.0,Brooklyn,40.675236,-73.97105,POINT (-73.97105 40.675236),5363.439042089985,8.587547090807837
"Grand Av-Newtown (M,R)",265.0,Queens,40.737015,-73.87722,POINT (-73.87722 40.737015),12980.769291243349,9.471301290001465
"Grand Central-42 St (S,4,5,6,7)",610.0,Manhattan,40.751778,-73.976845,POINT (-73.976845 40.751778),112565.49310595065,11.631299375856129
"Grand St (B,D)",231.0,Manhattan,40.718266,-73.99375,POINT (-73.99375 40.718266),17382.241775520077,9.76326190475864
Grand St (L),123.0,Brooklyn,40.711926,-73.94067,POINT (-73.94067 40.711926),4937.275822447993,8.504771525463035
Grant Av (A),189.0,Brooklyn,40.677044,-73.86505,POINT (-73.86505 40.677044),3866.1833575229803,8.26028170644466
Greenpoint Av (G),283.0,Brooklyn,40.731354,-73.95445,POINT (-73.95445 40.731354),7495.129898403484,8.922142152797392
"Gun Hill Rd (2,5)",421.0,Bronx,40.87785,-73.86626,POINT (-73.86626 40.87785),4025.5662191582005,8.300669236936256
Gun Hill Rd (5),444.0,Bronx,40.869526,-73.84638,POINT (-73.84638 40.869526),3085.451560232221,8.034777347634083
Halsey St (J),94.0,Brooklyn,40.68637,-73.91656,POINT (-73.91656 40.68637),3911.4040880503144,8.271907320311588
Halsey St (L),129.0,Queens,40.695602,-73.90408,POINT (-73.90408 40.695602),5460.994254958878,8.605569250213046
Harlem-148 St (3),436.0,Manhattan,40.82388,-73.93647,POINT (-73.93647 40.82388),2240.8828616352203,7.715071355003664
"Hewes St (M,J)",100.0,Brooklyn,40.70687,-73.95343,POINT (-73.95343 40.70687),1945.4238026124817,7.573749020439176
"High St (A,C)",173.0,Brooklyn,40.699337,-73.99053,POINT (-73.99053 40.699337),6920.523403483308,8.842391169395396
Houston St (1),324.0,Manhattan,40.728252,-74.00536,POINT (-74.00536 40.728252),10404.564223512338,9.250095963548066
Howard Beach-JFK Airport (A),198.0,Queens,40.660477,-73.8303,POINT (-73.8303 40.660477),2313.723693759071,7.747045604649288
"Hoyt St (2,3)",336.0,Brooklyn,40.690544,-73.98506,POINT (-73.98506 40.690544),5683.629051765844,8.645521153706724
"Hoyt-Schermerhorn Sts (A,C,G)",175.0,Brooklyn,40.688484,-73.985,POINT (-73.985 40.688484),8667.331216739236,9.067431573363594
Hunters Point Av (7),463.0,Queens,40.742214,-73.94891,POINT (-73.94891 40.742214),4007.24316642477,8.296108311189997
Hunts Point Av (6),371.0,Bronx,40.82095,-73.89055,POINT (-73.89055 40.82095),6638.904208998549,8.800852816010778
"Intervale Av (2,5)",431.0,Bronx,40.82218,-73.896736,POINT (-73.896736 40.82218),1852.2354257377842,7.524688269341754
Inwood-207 St (A),143.0,Manhattan,40.868073,-73.9199,POINT (-73.9199 40.868073),5839.652092404451,8.672597729247094
"Jackson Av (2,5)",433.0,Bronx,40.81649,-73.90781,POINT (-73.90781 40.81649),3122.3041243347843,8.04664673465343
"Jamaica Center-Parsons/Archer (E,J,Z)",278.0,Queens,40.70215,-73.80111,POINT (-73.80111 40.70215),21249.520440251574,9.964136665358613
Jamaica-179 St (F),254.0,Queens,40.712646,-73.78381,POINT (-73.78381 40.712646),14015.576681180455,9.547995956820376
Jamaica-Van Wyck (E),280.0,Queens,40.702564,-73.81686,POINT (-73.81686 40.702564),3365.096879535559,8.1215091561356
"Jay St-MetroTech (A,C,F,R)",636.0,Brooklyn,40.692337,-73.98594,POINT (-73.98594 40.692337),27337.588413159167,10.216054478116902
Jefferson St (L),126.0,Brooklyn,40.706608,-73.92291,POINT (-73.92291 40.706608),6129.923137397194,8.721100610968591
Junction Blvd (7),451.0,Queens,40.749146,-73.86953,POINT (-73.86953 40.749146),19820.2620343493,9.894510480647405
Junius St (3),349.0,Brooklyn,40.663513,-73.90245,POINT (-73.90245 40.663513),1625.1640058055154,7.3939791496003044
"Kew Gardens-Union Tpke (E,F)",259.0,Queens,40.71444,-73.83101,POINT (-73.83101 40.71444),17000.724661344946,9.741070068559932
"Kings Hwy (B,Q)",51.0,Brooklyn,40.60867,-73.95773,POINT (-73.95773 40.60867),14519.166908563137,9.583293783392826
Kings Hwy (F),250.0,Brooklyn,40.603218,-73.97236,POINT (-73.97236 40.603218),2588.8194847605228,7.8593434552609756
Kings Hwy (N),77.0,Brooklyn,40.603924,-73.980354,POINT (-73.980354 40.603924),4077.8130745041126,8.313561311963042
Kingsbridge Rd (4),381.0,Bronx,40.86776,-73.89717,POINT (-73.89717 40.86776),5749.886550556363,8.657109304611918
"Kingsbridge Rd (B,D)",212.0,Bronx,40.866978,-73.89351,POINT (-73.89351 40.866978),4024.570936139332,8.300422027281293
Kingston Av (3),344.0,Brooklyn,40.6694,-73.94216,POINT (-73.94216 40.6694),3181.817489114659,8.065522086371612
Kingston-Throop Avs (C),180.0,Brooklyn,40.67992,-73.94086,POINT (-73.94086 40.67992),4734.070512820513,8.46275189734045
Knickerbocker Av (M),113.0,Brooklyn,40.698666,-73.91971,POINT (-73.91971 40.698666),2889.460752298017,7.969171198259794
Kosciuszko St (J),96.0,Brooklyn,40.69334,-73.92882,POINT (-73.92882 40.69334),3923.294388001935,8.274941840297801
Lafayette Av (C),176.0,Brooklyn,40.68611,-73.973946,POINT (-73.973946 40.68611),3960.7804789550073,8.284448819099314
"Lexington Av (N,R,W)/59 St (4,5,6)",613.0,Manhattan,40.76266,-73.967255,POINT (-73.967255 40.76266),39358.41509433962,10.580490490647735
"Lexington Av-53 St (E,M)/51 St (6)",612.0,Manhattan,40.757553,-73.969055,POINT (-73.969055 40.757553),42574.43359941945,10.659032689845898
"Lexington Av/63 St (F,Q)",223.0,Manhattan,40.76463,-73.96611,POINT (-73.96611 40.76463),12368.148705853895,9.422960643766473
Liberty Av (C),185.0,Brooklyn,40.67454,-73.896545,POINT (-73.896545 40.67454),1682.9521649733915,7.428898788801077
Livonia Av (L),135.0,Brooklyn,40.66404,-73.90057,POINT (-73.90057 40.66404),1937.1797895500727,7.569504558813452
Longwood Av (6),372.0,Bronx,40.816105,-73.89644,POINT (-73.89644 40.816105),2259.832305273343,7.723488301138745
Lorimer St (L)/Metropolitan Av (G),629.0,Brooklyn,40.71406,-73.95027,POINT (-73.95027 40.71406),11482.827467343977,9.348695017385845
"Lorimer St (M,J)",99.0,Brooklyn,40.70387,-73.94741,POINT (-73.94741 40.70387),2869.982764876633,7.962409676925279
Marble Hill-225 St (1),296.0,Manhattan,40.87456,-73.90983,POINT (-73.90983 40.87456),3371.7978955007256,8.123497914944723
"Marcy Av (M,J,Z)",101.0,Brooklyn,40.70836,-73.957756,POINT (-73.957756 40.70836),9079.049467827768,9.113834919579151
Mets-Willets Point (7),448.0,Queens,40.754623,-73.84563,POINT (-73.84563 40.754623),4962.468795355588,8.509860129187325
Middle Village-Metropolitan Av (M),108.0,Queens,40.711395,-73.8896,POINT (-73.8896 40.711395),2986.818819545235,8.002298908385232
Middletown Rd (6),362.0,Bronx,40.843864,-73.83632,POINT (-73.83632 40.843864),1505.461840832124,7.317519028566264
Montrose Av (L),124.0,Brooklyn,40.70774,-73.93985,POINT (-73.93985 40.70774),5071.414429124335,8.531572201991256
Morgan Av (L),125.0,Brooklyn,40.706154,-73.93314,POINT (-73.93314 40.706154),5248.069424286405,8.56580608735771
Morris Park (5),446.0,Bronx,40.854362,-73.8605,POINT (-73.8605 40.854362),1864.0983309143687,7.531069055038905
Morrison Av-Soundview (6),368.0,Bronx,40.82952,-73.87452,POINT (-73.87452 40.82952),3705.942610062893,8.217962721526412
Mosholu Pkwy (4),379.0,Bronx,40.87975,-73.88466,POINT (-73.88466 40.87975),5111.977745524915,8.53953724254264
Mt Eden Av (4),386.0,Bronx,40.844433,-73.91469,POINT (-73.91469 40.844433),3081.6302007740687,8.03353847284041
"Myrtle Av (M,J,Z)",97.0,Brooklyn,40.69721,-73.93565,POINT (-73.93565 40.69721),8614.009675858731,9.061261272102286
Myrtle-Willoughby Avs (G),288.0,Brooklyn,40.69457,-73.94904,POINT (-73.94904 40.69457),3746.30152394775,8.228791266318765
"Myrtle-Wyckoff Avs (L,M)",630.0,Brooklyn,40.699814,-73.91158,POINT (-73.91158 40.699814),15786.93952588292,9.667001606390484
Nassau Av (G),284.0,Brooklyn,40.724636,-73.95128,POINT (-73.95128 40.724636),6954.9742332830565,8.847356171223934
Neck Rd (Q),53.0,Brooklyn,40.595245,-73.95516,POINT (-73.95516 40.595245),3245.563558297049,8.08535234923944
Neptune Av (F),253.0,Brooklyn,40.581013,-73.97457,POINT (-73.97457 40.581013),1180.0526124818578,7.074161364300642
"Nereid Av (2,5)",417.0,Bronx,40.89838,-73.85438,POINT (-73.85438 40.89838),1891.4056603773586,7.5456041348629395
"Nevins St (2,3,4,5)",337.0,Brooklyn,40.688248,-73.98049,POINT (-73.98049 40.688248),7209.720609579101,8.883324171134824
New Lots Av (3),352.0,Brooklyn,40.666237,-73.88408,POINT (-73.88408 40.666237),3646.568880019352,8.20181616439118
New Lots Av (L),136.0,Brooklyn,40.658733,-73.89923,POINT (-73.89923 40.658733),2384.396831156265,7.77712077571083
New Utrecht Av (N)/62 St (D),615.0,Brooklyn,40.626472,-73.99635,POINT (-73.99635 40.626472),3751.4654088050315,8.23016834529192
"Newkirk Av-Little Haiti (2,5)",358.0,Brooklyn,40.63997,-73.94841,POINT (-73.94841 40.63997),4822.976233671989,8.481353811709974
"Newkirk Plaza (B,Q)",47.0,Brooklyn,40.635082,-73.96279,POINT (-73.96279 40.635082),7258.5030237058545,8.890066651440751
"Northern Blvd (M,R)",269.0,Queens,40.752884,-73.906006,POINT (-73.906006 40.752884),4790.307510885341,8.474558619938216
"Norwood Av (J,Z)",88.0,Brooklyn,40.68141,-73.880035,POINT (-73.880035 40.68141),1548.5871432027093,7.345743815209315
Norwood-205 St (D),210.0,Bronx,40.87481,-73.87885,POINT (-73.87885 40.87481),4387.130684567005,8.386658603213945
Nostrand Av (3),343.0,Brooklyn,40.669846,-73.95046,POINT (-73.95046 40.669846),2555.3786284470243,7.846346937722023
"Nostrand Av (A,C)",179.0,Brooklyn,40.68044,-73.950424,POINT (-73.950424 40.68044),12318.264997581035,9.41891957602057
Ocean Pkwy (Q),56.0,Brooklyn,40.576313,-73.9685,POINT (-73.9685 40.576313),2278.6788824383166,7.73178987099363
Ozone Park-Lefferts Blvd (A),195.0,Queens,40.68595,-73.8258,POINT (-73.8258 40.68595),4610.596093372036,8.436329300227733
Park Pl (S),141.0,Brooklyn,40.67477,-73.95763,POINT (-73.95763 40.67477),1146.1518505079825,7.045037497650015
Parkchester (6),366.0,Bronx,40.833225,-73.86082,POINT (-73.86082 40.833225),10015.434869375908,9.211982509867008
Parkside Av (Q),43.0,Brooklyn,40.655293,-73.961494,POINT (-73.961494 40.655293),4463.658563134978,8.403948020764023
Parsons Blvd (F),256.0,Queens,40.707565,-73.80333,POINT (-73.80333 40.707565),5091.986090953073,8.535619595868324
Pelham Bay Park (6),360.0,Bronx,40.852463,-73.82812,POINT (-73.82812 40.852463),4094.668118045476,8.317685137568768
"Pelham Pkwy (2,5)",424.0,Bronx,40.857193,-73.867615,POINT (-73.867615 40.857193),5333.61072810837,8.581971195395823
Pelham Pkwy (5),445.0,Bronx,40.858986,-73.85536,POINT (-73.85536 40.858986),2093.033502660861,7.646847390662981
Pennsylvania Av (3),350.0,Brooklyn,40.664635,-73.8949,POINT (-73.8949 40.664635),2721.089380745041,7.909155019095908
"President St-Medgar Evers College (2,5)",353.0,Brooklyn,40.667885,-73.95068,POINT (-73.95068 40.667885),2549.2727987421385,7.843955612329409
"Prince St (R,W)",17.0,Manhattan,40.72433,-73.9977,POINT (-73.9977 40.72433),8492.151366715047,9.047015396147394
"Prospect Av (2,5)",432.0,Bronx,40.819584,-73.90177,POINT (-73.90177 40.819584),4109.270137880987,8.3212440323087
Prospect Av (R),30.0,Brooklyn,40.665413,-73.992874,POINT (-73.992874 40.665413),4406.090166908563,8.390969924562016
"Prospect Park (B,Q,S)",42.0,Brooklyn,40.661613,-73.96225,POINT (-73.96225 40.661613),6856.920295113691,8.833159510778847
"Queens Plaza (E,M,R)",273.0,Queens,40.748974,-73.93724,POINT (-73.93724 40.748974),13098.539852443155,9.48033238280462
"Queensboro Plaza (7,N,W)",461.0,Queens,40.750584,-73.9402,POINT (-73.9402 40.750584),10573.882377842283,9.266236881189954
Ralph Av (C),182.0,Brooklyn,40.67882,-73.920784,POINT (-73.920784 40.67882),3429.850749879052,8.140563541439835
Rector St (1),329.0,Manhattan,40.70751,-74.01379,POINT (-74.01379 40.70751),5365.829825834542,8.587992664171722
"Rector St (R,W)",22.0,Manhattan,40.70722,-74.01334,POINT (-74.01334 40.70722),4028.1090953072085,8.301300562339577
Rockaway Av (3),348.0,Brooklyn,40.662548,-73.90894,POINT (-73.90894 40.662548),2940.906023222061,7.986812957490775
Rockaway Av (C),183.0,Brooklyn,40.67834,-73.91195,POINT (-73.91195 40.67834),3677.054366231253,8.210139186520832
Rockaway Blvd (A),192.0,Queens,40.680428,-73.84386,POINT (-73.84386 40.680428),5091.325169327528,8.535489816500844
"Rockaway Park-Beach 116 St (A,S)",203.0,Queens,40.580902,-73.835594,POINT (-73.835594 40.580902),504.81894049346886,6.226178780141063
Roosevelt Island (F),222.0,Manhattan,40.759144,-73.95326,POINT (-73.95326 40.759144),5416.318698597001,8.59735626697087
Saratoga Av (3),347.0,Brooklyn,40.661453,-73.91633,POINT (-73.91633 40.661453),3154.7138364779876,8.056970005002384
Seneca Av (M),111.0,Queens,40.702763,-73.90774,POINT (-73.90774 40.702763),2105.812893081761,7.652931607336931
"Sheepshead Bay (B,Q)",54.0,Brooklyn,40.586895,-73.954155,POINT (-73.954155 40.586895),9700.038945331398,9.17998826652197
Shepherd Av (C),187.0,Brooklyn,40.67413,-73.88075,POINT (-73.88075 40.67413),1829.9980648282535,7.51261648778059
"Simpson St (2,5)",430.0,Bronx,40.824074,-73.89307,POINT (-73.89307 40.824074),4497.658260764392,8.411534467024026
"Smith-9 Sts (F,G)",238.0,Brooklyn,40.67358,-73.99596,POINT (-73.99596 40.67358),3113.835752298017,8.043931701837169
"South Ferry (1)/Whitehall St (R,W)",635.0,Manhattan,40.703087,-74.01299,POINT (-74.01299 40.703087),20708.272496371552,9.938336825639912
Spring St (6),409.0,Manhattan,40.7223,-73.99714,POINT (-73.99714 40.7223),8547.047472181905,9.053458170024681
"Spring St (C,E)",168.0,Manhattan,40.726227,-74.00374,POINT (-74.00374 40.726227),10598.882377842285,9.268598183608619
St George (SIR),501.0,Staten Island,40.64375,-74.07365,POINT (-74.07365 40.64375),7165.520500725689,8.87717552999208
St Lawrence Av (6),367.0,Bronx,40.83151,-73.867615,POINT (-73.867615 40.83151),2473.508405902274,7.813797031396587
"Steinway St (M,R)",271.0,Queens,40.756878,-73.92074,POINT (-73.92074 40.756878),8784.150943396226,9.08081818241966
"Sterling St (2,5)",354.0,Brooklyn,40.662743,-73.95085,POINT (-73.95085 40.662743),4067.6357039187233,8.311063014359542
Sutphin Blvd (F),257.0,Queens,40.70546,-73.81071,POINT (-73.81071 40.70546),2987.2230285437836,8.002434184880759
"Sutphin Blvd-Archer Av-JFK Airport (E,J,Z)",279.0,Queens,40.700485,-73.80797,POINT (-73.80797 40.700485),20143.235607160135,9.910673452361486
Sutter Av (L),134.0,Brooklyn,40.66937,-73.90198,POINT (-73.90198 40.66937),1726.8383526850507,7.454626399088456
Sutter Av-Rutland Rd (3),346.0,Brooklyn,40.66472,-73.92261,POINT (-73.92261 40.66472),4210.435413642961,8.345558821924412
"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",611.0,Manhattan,40.75731,-73.986755,POINT (-73.986755 40.75731),140864.1037735849,11.855558000594764
Tompkinsville (SIR),502.0,Staten Island,40.636948,-74.07484,POINT (-74.07484 40.636948),465.4226536042574,6.145092205049402
"Tremont Av (B,D)",215.0,Bronx,40.85041,-73.90523,POINT (-73.90523 40.85041),4451.407716497339,8.401200288727203
Union St (R),28.0,Brooklyn,40.677315,-73.98311,POINT (-73.98311 40.677315),5532.907111756168,8.618649375196274
"Utica Av (A,C)",181.0,Brooklyn,40.679363,-73.93073,POINT (-73.93073 40.679363),9306.330672472182,9.138557612991772
Van Cortlandt Park-242 St (1),293.0,Bronx,40.889248,-73.89858,POINT (-73.89858 40.889248),4830.149733913885,8.48283975846736
Van Siclen Av (3),351.0,Brooklyn,40.665447,-73.8894,POINT (-73.8894 40.665447),1624.314344460571,7.39345651880117
Van Siclen Av (C),186.0,Brooklyn,40.67271,-73.89036,POINT (-73.89036 40.67271),1788.4563376874696,7.489667130739637
"Van Siclen Av (J,Z)",90.0,Brooklyn,40.678024,-73.891685,POINT (-73.891685 40.678024),1702.305273343009,7.440325920818417
Vernon Blvd-Jackson Av (7),464.0,Queens,40.742626,-73.95358,POINT (-73.95358 40.742626),12553.255684567004,9.437814985450943
"W 4 St-Wash Sq (A,C,E,B,D,F,M)",167.0,Manhattan,40.732338,-74.000496,POINT (-74.000496 40.732338),31019.428640541846,10.342401254834344
"W 8 St-NY Aquarium (F,Q)",57.0,Brooklyn,40.576126,-73.97594,POINT (-73.97594 40.576126),1853.9033018867926,7.52558784531989
WTC Cortlandt (1),328.0,Manhattan,40.711834,-74.01219,POINT (-74.01219 40.711834),11500.406144170294,9.35022458028267
Wakefield-241 St (2),416.0,Bronx,40.903126,-73.85062,POINT (-73.85062 40.903126),2810.3957426221577,7.941436344569905
"Wall St (2,3)",333.0,Manhattan,40.70682,-74.0091,POINT (-74.0091 40.70682),14290.07740686986,9.56739066394392
"Wall St (4,5)",413.0,Manhattan,40.707558,-74.01186,POINT (-74.01186 40.707558),12426.290820029028,9.427650205803754
"West Farms Sq-E Tremont Av (2,5)",427.0,Bronx,40.840294,-73.88005,POINT (-73.88005 40.840294),3228.187953555878,8.079985977040682
Westchester Sq-E Tremont Av (6),363.0,Bronx,40.839893,-73.84295,POINT (-73.84295 40.839893),2566.65336236091,7.85074767219444
Whitlock Av (6),370.0,Bronx,40.826527,-73.886284,POINT (-73.886284 40.826527),1227.233006773101,7.11333183563703
Wilson Av (L),130.0,Brooklyn,40.688763,-73.904045,POINT (-73.904045 40.688763),3053.686925495888,8.02443238697491
"Winthrop St (2,5)",355.0,Brooklyn,40.65665,-73.9502,POINT (-73.9502 40.65665),5575.9863933236575,8.626403836602403
"Woodhaven Blvd (J,Z)",83.0,Queens,40.69388,-73.85158,POINT (-73.85158 40.69388),1969.6578374455735,7.586122693627956
"Woodhaven Blvd (M,R)",264.0,Queens,40.733105,-73.86923,POINT (-73.86923 40.733105),13554.898403483308,9.51457703811958
Woodlawn (4),378.0,Bronx,40.886036,-73.87875,POINT (-73.87875 40.886036),4368.079583938074,8.38230764438134
York St (F),235.0,Brooklyn,40.701397,-73.98675,POINT (-73.98675 40.701397),10216.078072085147,9.231815919952572
Zerega Av (6),364.0,Bronx,40.836487,-73.84704,POINT (-73.84704 40.836487),1713.3037614900823,7.446762307195291
