station_complex_id,year,annual_weekday_avg_ridership,station_complex,borough,latitude,longitude,geometry,log_ridership,station_complex_name,buffer_area_sqmi,pop_density_0p5mi,pop_rank,population_0p5mi,landuse_entropy_0p5mi,landuse_entropy_relative_0p5mi,landuse_simpson_0p5mi,landuse_k_categories_0p5mi,jobs_0p5mi,intersection_count_0p5mi,intersection_density_0p5mi,citibike_count_0p5mi,pct_hh_no_vehicle_0p5mi,median_hh_income_0p5mi,pct_workers_wfh_0p5mi,pct_car_truck_van_0p5mi,pct_transit_0p5mi,pct_taxicab_0p5mi,pct_bicycle_0p5mi,pct_walked_0p5mi,pct_other_means_0p5mi,pct_wfh_0p5mi,median_hh_income_0p5mi_approx,bus_routes_0p5mi,subway_lines_0p5mi,commuter_lines_0p5mi,dist_to_commuter_stop_ft,dist_to_commuter_stop_mi,transfer_subway_station_complexes_0p25mi,transfer_subway_station_complexes_0p10mi,dist_to_subway_station_complex_ft,dist_to_subway_station_complex_mi,subway_lines_serving_station,is_terminal_subway,has_university_0p25mi,has_university_0p5mi,has_hospital_0p25mi,has_hospital_0p5mi,has_stadium_0p1mi,cultural_count_0p25mi,cultural_count_0p5mi,has_cultural_0p25mi,cultural_count_0p25mi_capped10,has_cultural_0p5mi,cultural_count_0p5mi_capped10,adjacent_major_park_0p25mi,adjacent_major_park_0p5mi
79.0,2024,1807.2075471698115,86 St (N),Brooklyn,40.59272,-73.97823,POINT (-73.97823 40.59272),7.500091328152432,86 St (N),0.784137123,35741,343,28026,1.932734654,0.806012955,0.802232181,11,6909,294,374.9344235,0,28.27662759,59071.40856,7.895001511,21.57442691,54.28619022,0.144006881,0.771828547,7.717867129,0.890276507,7.895001511,56429,4,5,0,32302.97021,6.117986781,0,0,0.0,0.0,0,0,0,0,0,0,0,1,4,1,1,1,4,0,0
80.0,2023,1712.9743589743591,"121 St (J,Z)",Queens,40.700493,-73.82829,POINT (-73.82829 40.700493),7.446570139287576,"121 St (J,Z)",0.784137123,32734,365,25668,1.829885009,0.763121321,0.781788212,11,8167,279,355.8051162,0,36.34869697,70280.95748,5.011445663,30.84548728,49.13237245,0.985787226,1.592561828,5.699914401,1.081317689,5.011445663,69512,7,2,0,3412.877729,0.646378358,0,0,0.0,0.0,0,0,0,0,0,0,0,1,6,1,1,1,6,0,0
80.0,2024,1612.861635220126,"121 St (J,Z)",Queens,40.700493,-73.82829,POINT (-73.82829 40.700493),7.386385117286479,"121 St (J,Z)",0.784137123,32734,365,25668,1.829885009,0.763121321,0.781788212,11,8167,279,355.8051162,0,36.34869697,70280.95748,5.011445663,30.84548728,49.13237245,0.985787226,1.592561828,5.699914401,1.081317689,5.011445663,69512,7,2,0,3412.877729,0.646378358,0,0,0.0,0.0,0,0,0,0,0,0,0,1,6,1,1,1,6,0,0
81.0,2023,1637.3846153846157,111 St (J),Queens,40.69742,-73.83634,POINT (-73.83634 40.69742),7.401466044777064,111 St (J),0.784137123,34201,357,26818,1.669143891,0.696087069,0.694977917,11,7908,246,313.72064,0,38.09082362,74628.54787,6.103737396,32.2395293,48.67149213,0.700851061,0.404520943,5.540066204,0.412233805,6.103737396,74227,7,2,0,4706.037014,0.891294889,0,0,0.0,0.0,0,0,0,0,0,0,0,3,7,1,3,1,7,0,1
81.0,2024,1664.1572327044023,111 St (J),Queens,40.69742,-73.83634,POINT (-73.83634 40.69742),7.417674832012628,111 St (J),0.784137123,34201,357,26818,1.669143891,0.696087069,0.694977917,11,7908,246,313.72064,0,38.09082362,74628.54787,6.103737396,32.2395293,48.67149213,0.700851061,0.404520943,5.540066204,0.412233805,6.103737396,74227,7,2,0,4706.037014,0.891294889,0,0,0.0,0.0,0,0,0,0,0,0,0,3,7,1,3,1,7,0,1
82.0,2023,2128.519230769231,"104 St (J,Z)",Queens,40.69518,-73.84433,POINT (-73.84433 40.69518),7.663651519972518,"104 St (J,Z)",0.784137123,35180,346,27586,1.561502245,0.651197015,0.659111922,11,7847,328,418.2941867,0,39.1131412,73146.13681,6.279799359,32.54339732,49.70911171,0.302115965,0.301255601,4.043513799,0.166499471,6.279799359,74166,8,2,0,6456.613957,1.222843552,0,0,0.0,0.0,0,0,0,1,0,0,0,2,5,1,2,1,5,0,1
82.0,2024,2102.333333333333,"104 St (J,Z)",Queens,40.69518,-73.84433,POINT (-73.84433 40.69518),7.651278666867149,"104 St (J,Z)",0.784137123,35180,346,27586,1.561502245,0.651197015,0.659111922,11,7847,328,418.2941867,0,39.1131412,73146.13681,6.279799359,32.54339732,49.70911171,0.302115965,0.301255601,4.043513799,0.166499471,6.279799359,74166,8,2,0,6456.613957,1.222843552,0,0,0.0,0.0,0,0,0,1,0,0,0,2,5,1,2,1,5,0,1
83.0,2023,1989.397435897436,"Woodhaven Blvd (J,Z)",Queens,40.69388,-73.85158,POINT (-73.85158 40.69388),7.596089614309221,"Woodhaven Blvd (J,Z)",0.784137123,37078,335,29074,1.548902568,0.645942542,0.684629454,11,3370,404,515.2160105,0,34.82985369,71739.89103,4.9526513,28.69855412,55.67432195,0.236297836,0.350033343,3.654018429,0.222204698,4.9526513,76746,7,2,0,8118.831451,1.537657472,0,0,0.0,0.0,0,0,1,1,0,0,0,2,3,1,2,1,3,1,1
83.0,2024,1949.9182389937107,"Woodhaven Blvd (J,Z)",Queens,40.69388,-73.85158,POINT (-73.85158 40.69388),7.576055432514692,"Woodhaven Blvd (J,Z)",0.784137123,37078,335,29074,1.548902568,0.645942542,0.684629454,11,3370,404,515.2160105,0,34.82985369,71739.89103,4.9526513,28.69855412,55.67432195,0.236297836,0.350033343,3.654018429,0.222204698,4.9526513,76746,7,2,0,8118.831451,1.537657472,0,0,0.0,0.0,0,0,1,1,0,0,0,2,3,1,2,1,3,1,1
84.0,2023,2970.9487179487182,85 St-Forest Pkwy (J),Queens,40.692436,-73.86001,POINT (-73.86001 40.692436),7.996973150624418,85 St-Forest Pkwy (J),0.784137123,38262,332,30003,1.303033606,0.543407221,0.65121997,11,2323,292,372.3838492,0,30.6334286,74763.81616,3.927754395,26.13217348,60.09188002,0.372320648,0.314561901,4.399168037,0.197074548,3.927754395,78360,7,2,0,10224.29598,1.936419693,0,0,0.0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
84.0,2024,2439.327044025157,85 St-Forest Pkwy (J),Queens,40.692436,-73.86001,POINT (-73.86001 40.692436),7.7998873437419745,85 St-Forest Pkwy (J),0.784137123,38262,332,30003,1.303033606,0.543407221,0.65121997,11,2323,292,372.3838492,0,30.6334286,74763.81616,3.927754395,26.13217348,60.09188002,0.372320648,0.314561901,4.399168037,0.197074548,3.927754395,78360,7,2,0,10224.29598,1.936419693,0,0,0.0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
85.0,2023,1414.8589743589744,"75 St-Elderts Ln (J,Z)",Queens,40.691322,-73.86714,POINT (-73.86714 40.691322),7.25549167491456,"75 St-Elderts Ln (J,Z)",0.784137123,34110,358,26747,1.416978559,0.590925957,0.671408376,11,2126,226,288.214897,0,32.86727459,77783.43443,3.846584822,27.19695323,58.53420558,0.532728118,0.730754929,3.000027556,0.417807327,3.846584822,75408,3,2,0,11393.45626,2.157851564,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
85.0,2024,1589.1006289308175,"75 St-Elderts Ln (J,Z)",Queens,40.691322,-73.86714,POINT (-73.86714 40.691322),7.371552581847371,"75 St-Elderts Ln (J,Z)",0.784137123,34110,358,26747,1.416978559,0.590925957,0.671408376,11,2126,226,288.214897,0,32.86727459,77783.43443,3.846584822,27.19695323,58.53420558,0.532728118,0.730754929,3.000027556,0.417807327,3.846584822,75408,3,2,0,11393.45626,2.157851564,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
86.0,2023,1049.826923076923,Cypress Hills (J),Brooklyn,40.68994,-73.87255,POINT (-73.87255 40.68994),6.957332678987655,Cypress Hills (J),0.784137123,28436,389,22298,1.240568278,0.517357156,0.580965382,11,2379,186,237.2034108,0,31.83614603,68439.31604,3.472737867,26.40649653,60.65989614,0.45787279,0.921096428,2.009660892,0.642589854,3.472737867,66200,3,2,0,9845.284507,1.864637217,0,0,0.0,0.0,0,0,0,0,0,0,0,0,3,0,0,1,3,0,1
86.0,2024,987.9119496855346,Cypress Hills (J),Brooklyn,40.68994,-73.87255,POINT (-73.87255 40.68994),6.896605298018828,Cypress Hills (J),0.784137123,28436,389,22298,1.240568278,0.517357156,0.580965382,11,2379,186,237.2034108,0,31.83614603,68439.31604,3.472737867,26.40649653,60.65989614,0.45787279,0.921096428,2.009660892,0.642589854,3.472737867,66200,3,2,0,9845.284507,1.864637217,0,0,0.0,0.0,0,0,0,0,0,0,0,0,3,0,0,1,3,0,1
87.0,2023,2388.737179487179,"Crescent St (J,Z)",Brooklyn,40.683193,-73.87379,POINT (-73.87379 40.683193),7.778938672137005,"Crescent St (J,Z)",0.784137123,46874,258,36756,1.738956441,0.725201163,0.740366732,11,5356,303,386.4120079,0,26.97227242,55968.98308,3.826104623,22.73010431,64.07138285,0.403531522,0.818393843,3.170293969,0.738020776,3.826104623,59200,4,2,0,8487.611262,1.607502133,0,0,0.0,0.0,0,0,0,0,0,0,0,3,4,1,3,1,4,0,0
87.0,2024,2264.0691823899374,"Crescent St (J,Z)",Brooklyn,40.683193,-73.87379,POINT (-73.87379 40.683193),7.725360581552191,"Crescent St (J,Z)",0.784137123,46874,258,36756,1.738956441,0.725201163,0.740366732,11,5356,303,386.4120079,0,26.97227242,55968.98308,3.826104623,22.73010431,64.07138285,0.403531522,0.818393843,3.170293969,0.738020776,3.826104623,59200,4,2,0,8487.611262,1.607502133,0,0,0.0,0.0,0,0,0,0,0,0,0,3,4,1,3,1,4,0,0
88.0,2023,1544.2371794871794,"Norwood Av (J,Z)",Brooklyn,40.68141,-73.880035,POINT (-73.880035 40.68141),7.342932691780926,"Norwood Av (J,Z)",0.784137123,38540,327,30221,1.698249831,0.708225188,0.726130444,11,5280,279,355.8051162,0,24.52507243,50461.37571,6.167626584,22.19995829,64.13514398,1.237446427,0.601970185,3.259444115,0.073296282,6.167626584,56859,3,2,0,6636.814556,1.256972454,0,0,0.0,0.0,0,0,0,0,0,0,0,3,8,1,3,1,8,0,1
88.0,2024,1552.9371069182391,"Norwood Av (J,Z)",Brooklyn,40.68141,-73.880035,POINT (-73.880035 40.68141),7.348547058370005,"Norwood Av (J,Z)",0.784137123,38540,327,30221,1.698249831,0.708225188,0.726130444,11,5280,279,355.8051162,0,24.52507243,50461.37571,6.167626584,22.19995829,64.13514398,1.237446427,0.601970185,3.259444115,0.073296282,6.167626584,56859,3,2,0,6636.814556,1.256972454,0,0,0.0,0.0,0,0,0,0,0,0,0,3,8,1,3,1,8,0,1
89.0,2023,1444.6538461538462,Cleveland St (J),Brooklyn,40.679947,-73.884636,POINT (-73.884636 40.679947),7.27631698689218,Cleveland St (J),0.784137123,39317,321,30830,1.793749947,0.74805183,0.756741345,11,4656,282,359.6309776,0,23.61035316,50914.72002,6.393210499,21.1817557,64.7014817,1.210064096,0.576032838,3.244498306,0.130382978,6.393210499,56170,2,4,0,5260.168061,0.996243951,0,0,0.0,0.0,0,0,0,0,0,0,0,3,6,1,3,1,6,0,1
89.0,2024,1331.955974842767,Cleveland St (J),Brooklyn,40.679947,-73.884636,POINT (-73.884636 40.679947),7.195154292508596,Cleveland St (J),0.784137123,39317,321,30830,1.793749947,0.74805183,0.756741345,11,4656,282,359.6309776,0,23.61035316,50914.72002,6.393210499,21.1817557,64.7014817,1.210064096,0.576032838,3.244498306,0.130382978,6.393210499,56170,2,4,0,5260.168061,0.996243951,0,0,0.0,0.0,0,0,0,0,0,0,0,3,6,1,3,1,6,0,1
90.0,2023,1692.0256410256409,"Van Siclen Av (J,Z)",Brooklyn,40.678024,-73.891685,POINT (-73.891685 40.678024),7.434272527337785,"Van Siclen Av (J,Z)",0.784137123,32534,368,25511,2.022113496,0.843286827,0.825282747,11,4108,401,511.390149,1,28.00737067,49031.69606,5.370112372,24.53722907,61.82320099,0.839152779,0.443677637,2.800395233,0.533836398,5.370112372,52400,6,4,0,3188.202217,0.603826177,0,0,0.0,0.0,0,0,0,0,0,0,0,5,7,1,5,1,7,0,1
90.0,2024,1712.5849056603774,"Van Siclen Av (J,Z)",Brooklyn,40.678024,-73.891685,POINT (-73.891685 40.678024),7.44634289109982,"Van Siclen Av (J,Z)",0.784137123,32534,368,25511,2.022113496,0.843286827,0.825282747,11,4108,401,511.390149,1,28.00737067,49031.69606,5.370112372,24.53722907,61.82320099,0.839152779,0.443677637,2.800395233,0.533836398,5.370112372,52400,6,4,0,3188.202217,0.603826177,0,0,0.0,0.0,0,0,0,0,0,0,0,5,7,1,5,1,7,0,1
91.0,2023,1300.5384615384614,Alabama Av (J),Brooklyn,40.67699,-73.89865,POINT (-73.89865 40.67699),7.171302275698677,"Alabama Av (J,Z)",0.784137123,24285,403,19043,2.084233802,0.869193007,0.844259229,11,9611,554,706.5090837,5,23.08496552,40897.51042,2.775090822,20.37636638,67.77410659,1.602259813,0.698881251,3.155232579,0.909463422,2.775090822,48885,6,5,7,1230.045661,0.232963193,0,0,0.0,0.0,0,0,0,0,0,0,0,1,5,1,1,1,5,0,0
91.0,2024,1301.194968553459,Alabama Av (J),Brooklyn,40.67699,-73.89865,POINT (-73.89865 40.67699),7.171806556990551,"Alabama Av (J,Z)",0.784137123,24285,403,19043,2.084233802,0.869193007,0.844259229,11,9611,554,706.5090837,5,23.08496552,40897.51042,2.775090822,20.37636638,67.77410659,1.602259813,0.698881251,3.155232579,0.909463422,2.775090822,48885,6,5,7,1230.045661,0.232963193,0,0,0.0,0.0,0,0,0,0,0,0,0,1,5,1,1,1,5,0,0
93.0,2023,1913.294871794872,"Chauncey St (J,Z)",Brooklyn,40.68289,-73.91045,POINT (-73.91045 40.68289),7.557104620645687,"Chauncey St (J,Z)",0.784137123,48900,245,38344,1.808925498,0.754380526,0.787475498,11,5887,358,456.5528014,21,19.23703269,58125.99076,5.343511703,17.13973043,69.24884714,0.641310943,2.312703565,2.825847069,0.342066277,5.343511703,58819,8,5,0,3339.843019,0.632546026,0,0,0.0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
93.0,2024,1900.0880503144656,"Chauncey St (J,Z)",Brooklyn,40.68289,-73.91045,POINT (-73.91045 40.68289),7.550181659308722,"Chauncey St (J,Z)",0.784137123,48900,245,38344,1.808925498,0.754380526,0.787475498,11,5887,358,456.5528014,21,19.23703269,58125.99076,5.343511703,17.13973043,69.24884714,0.641310943,2.312703565,2.825847069,0.342066277,5.343511703,58819,8,5,0,3339.843019,0.632546026,0,0,0.0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
94.0,2023,3924.5,Halsey St (J),Brooklyn,40.68637,-73.91656,POINT (-73.91656 40.68637),8.27524901063831,Halsey St (J),0.784137123,62262,135,48822,1.533666404,0.639588568,0.713563902,11,5760,258,329.0240859,22,21.11411026,65807.98951,6.634809027,17.98732046,65.95745934,0.484639737,2.265901215,3.188275592,0.299206824,6.634809027,66114,7,2,0,5416.742187,1.025898142,0,0,0.0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
94.0,2024,3898.308176100629,Halsey St (J),Brooklyn,40.68637,-73.91656,POINT (-73.91656 40.68637),8.26855442563871,Halsey St (J),0.784137123,62262,135,48822,1.533666404,0.639588568,0.713563902,11,5760,258,329.0240859,22,21.11411026,65807.98951,6.634809027,17.98732046,65.95745934,0.484639737,2.265901215,3.188275592,0.299206824,6.634809027,66114,7,2,0,5416.742187,1.025898142,0,0,0.0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
95.0,2023,4613.448717948718,"Gates Av (J,Z)",Brooklyn,40.68963,-73.92227,POINT (-73.92227 40.68963),8.43694768540273,"Gates Av (J,Z)",0.784137123,60994,143,47828,1.635791743,0.682178143,0.744198228,11,5221,280,357.0804033,23,18.26730753,58106.69405,8.144944882,16.38415193,65.16891692,0.538285632,2.746161659,4.631093289,0.388125203,8.144944882,70341,8,2,0,7380.967515,1.397910514,0,0,0.0,0.0,0,0,0,0,0,0,0,2,5,1,2,1,5,0,0
95.0,2024,4724.440251572327,"Gates Av (J,Z)",Brooklyn,40.68963,-73.92227,POINT (-73.92227 40.68963),8.46071601052327,"Gates Av (J,Z)",0.784137123,60994,143,47828,1.635791743,0.682178143,0.744198228,11,5221,280,357.0804033,23,18.26730753,58106.69405,8.144944882,16.38415193,65.16891692,0.538285632,2.746161659,4.631093289,0.388125203,8.144944882,70341,8,2,0,7380.967515,1.397910514,0,0,0.0,0.0,0,0,0,0,0,0,0,2,5,1,2,1,5,0,0
96.0,2023,3707.205128205128,Kosciuszko St (J),Brooklyn,40.69334,-73.92882,POINT (-73.92882 40.69334),8.218303245599296,Kosciuszko St (J),0.784137123,58608,159,45957,1.786247282,0.744922976,0.792921791,11,7123,316,402.9907409,22,17.17791588,60949.63828,7.585316591,13.84602472,64.62779677,0.910587025,3.557083371,5.609356624,0.465243132,7.585316591,73662,8,3,0,7658.521049,1.450477471,0,0,0.0,0.0,0,0,0,0,0,0,0,4,6,1,4,1,6,0,0
96.0,2024,4139.383647798743,Kosciuszko St (J),Brooklyn,40.69334,-73.92882,POINT (-73.92882 40.69334),8.328543731076316,Kosciuszko St (J),0.784137123,58608,159,45957,1.786247282,0.744922976,0.792921791,11,7123,316,402.9907409,22,17.17791588,60949.63828,7.585316591,13.84602472,64.62779677,0.910587025,3.557083371,5.609356624,0.465243132,7.585316591,73662,8,3,0,7658.521049,1.450477471,0,0,0.0,0.0,0,0,0,0,0,0,0,4,6,1,4,1,6,0,0
97.0,2023,8389.358974358975,"Myrtle Av (M,J,Z)",Brooklyn,40.69721,-73.93565,POINT (-73.93565 40.69721),9.03483858452438,"Myrtle Av (M,J,Z)",0.784137123,57239,167,44883,1.990267132,0.830005861,0.840021727,11,10809,411,524.1430206,23,17.37438953,64899.55943,6.602630485,12.95898027,65.7920404,0.68745758,3.506595801,5.259623481,0.687275221,6.602630485,61498,8,3,0,7690.962429,1.456621672,0,0,0.0,0.0,0,0,0,1,0,0,0,3,6,1,3,1,6,0,0
97.0,2024,8838.66037735849,"Myrtle Av (M,J,Z)",Brooklyn,40.69721,-73.93565,POINT (-73.93565 40.69721),9.087003736042815,"Myrtle Av (M,J,Z)",0.784137123,57239,167,44883,1.990267132,0.830005861,0.840021727,11,10809,411,524.1430206,23,17.37438953,64899.55943,6.602630485,12.95898027,65.7920404,0.68745758,3.506595801,5.259623481,0.687275221,6.602630485,61498,8,3,0,7690.962429,1.456621672,0,0,0.0,0.0,0,0,0,1,0,0,0,3,6,1,3,1,6,0,0
98.0,2023,5292.75641025641,"Flushing Av (M,J)",Brooklyn,40.70026,-73.941124,POINT (-73.941124 40.70026),8.574283369309933,"Flushing Av (M,J)",0.784137123,59570,152,46711,2.116570087,0.882678285,0.858020842,11,17110,481,613.4131214,21,14.88596202,57152.67949,7.839160131,11.61075582,64.96827621,0.576726649,2.501130739,8.623365983,0.526689794,7.839160131,51602,8,4,0,8207.997999,1.554545076,0,0,0.0,0.0,0,0,1,1,0,0,0,2,7,1,2,1,7,0,0
98.0,2024,5418.33962264151,"Flushing Av (M,J)",Brooklyn,40.70026,-73.941124,POINT (-73.941124 40.70026),8.597729246169443,"Flushing Av (M,J)",0.784137123,59570,152,46711,2.116570087,0.882678285,0.858020842,11,17110,481,613.4131214,21,14.88596202,57152.67949,7.839160131,11.61075582,64.96827621,0.576726649,2.501130739,8.623365983,0.526689794,7.839160131,51602,8,4,0,8207.997999,1.554545076,0,0,0.0,0.0,0,0,1,1,0,0,0,2,7,1,2,1,7,0,0
99.0,2023,2866.5064102564106,"Lorimer St (M,J)",Brooklyn,40.70387,-73.94741,POINT (-73.94741 40.70387),7.961198084487133,"Lorimer St (M,J)",0.784137123,75622,77,59298,2.029161013,0.84622587,0.841573675,11,26048,426,543.2723279,22,12.33320829,50953.94597,7.853392422,9.546386764,57.25688315,0.412530451,2.818226891,18.64704362,0.512480391,7.853392422,48570,9,4,0,9286.268237,1.758762924,0,0,0.0,0.0,0,0,0,1,0,0,0,1,7,1,1,1,7,0,0
99.0,2024,2873.459119496856,"Lorimer St (M,J)",Brooklyn,40.70387,-73.94741,POINT (-73.94741 40.70387),7.963619803183421,"Lorimer St (M,J)",0.784137123,75622,77,59298,2.029161013,0.84622587,0.841573675,11,26048,426,543.2723279,22,12.33320829,50953.94597,7.853392422,9.546386764,57.25688315,0.412530451,2.818226891,18.64704362,0.512480391,7.853392422,48570,9,4,0,9286.268237,1.758762924,0,0,0.0,0.0,0,0,0,1,0,0,0,1,7,1,1,1,7,0,0
100.0,2023,1888.2564102564104,"Hewes St (M,J)",Brooklyn,40.70687,-73.95343,POINT (-73.95343 40.70687),7.543938596911566,"Hewes St (M,J)",0.784137123,76920,72,60316,1.91344391,0.79796809,0.806900595,11,27070,403,513.9407233,20,12.42926442,60029.15999,8.429650491,9.034420108,51.30608161,0.373351108,2.78591661,23.85502246,0.578760905,8.429650491,63955,11,4,0,10476.9794,1.984276402,0,0,0.0,0.0,0,0,0,0,0,0,0,1,13,1,1,1,10,0,0
100.0,2024,2002.5911949685533,"Hewes St (M,J)",Brooklyn,40.70687,-73.95343,POINT (-73.95343 40.70687),7.6026964468683715,"Hewes St (M,J)",0.784137123,76920,72,60316,1.91344391,0.79796809,0.806900595,11,27070,403,513.9407233,20,12.42926442,60029.15999,8.429650491,9.034420108,51.30608161,0.373351108,2.78591661,23.85502246,0.578760905,8.429650491,63955,11,4,0,10476.9794,1.984276402,0,0,0.0,0.0,0,0,0,0,0,0,0,1,13,1,1,1,10,0,0
101.0,2023,9159.24358974359,"Marcy Av (M,J,Z)",Brooklyn,40.70836,-73.957756,POINT (-73.957756 40.70836),9.122628050081362,"Marcy Av (M,J,Z)",0.784137123,76910,73,60308,1.950228821,0.813308589,0.814778705,11,33450,465,593.0085269,21,13.1318446,64099.57679,8.434064161,9.238004254,52.22486913,0.456887896,3.292719551,21.56849133,0.763855311,8.434064161,68207,11,4,0,10299.09132,1.950585477,0,0,0.0,0.0,0,0,0,0,0,0,0,6,17,1,6,1,10,0,0
101.0,2024,8998.855345911948,"Marcy Av (M,J,Z)",Brooklyn,40.70836,-73.957756,POINT (-73.957756 40.70836),9.10496378351274,"Marcy Av (M,J,Z)",0.784137123,76910,73,60308,1.950228821,0.813308589,0.814778705,11,33450,465,593.0085269,21,13.1318446,64099.57679,8.434064161,9.238004254,52.22486913,0.456887896,3.292719551,21.56849133,0.763855311,8.434064161,68207,11,4,0,10299.09132,1.950585477,0,0,0.0,0.0,0,0,0,0,0,0,0,6,17,1,6,1,10,0,0
103.0,2023,2443.596153846154,"Bowery (J,Z)",Manhattan,40.72028,-73.99391,POINT (-73.99391 40.72028),7.801635216015472,"Bowery (J,Z)",0.784137123,74867,81,58706,1.724455677,0.719153875,0.766011135,11,94194,624,795.7791845,41,6.587689692,81048.1437,11.9727308,3.889349642,48.41207783,2.221299771,3.889956308,26.31509074,0.601154859,11.9727308,82394,22,14,0,11042.6993,2.091420322,0,0,0.0,0.0,0,0,0,1,0,0,0,30,150,1,10,1,10,0,0
103.0,2024,2461.943396226415,"Bowery (J,Z)",Manhattan,40.72028,-73.99391,POINT (-73.99391 40.72028),7.809112416218785,"Bowery (J,Z)",0.784137123,74867,81,58706,1.724455677,0.719153875,0.766011135,11,94194,624,795.7791845,41,6.587689692,81048.1437,11.9727308,3.889349642,48.41207783,2.221299771,3.889956308,26.31509074,0.601154859,11.9727308,82394,22,14,0,11042.6993,2.091420322,0,0,0.0,0.0,0,0,0,1,0,0,0,30,150,1,10,1,10,0,0
107.0,2023,4297.955128205128,"Broad St (J,Z)",Manhattan,40.706474,-74.011055,POINT (-74.011055 40.706474),8.366127278713297,"Broad St (J,Z)",0.784137123,52356,212,41054,1.623779262,0.677168549,0.727112403,11,243344,880,1122.252696,32,3.753000557,184116.1981,11.68580348,3.116261627,52.23617243,2.036163933,0.558601948,28.63115101,0.960122282,11.68580348,178272,41,13,0,12875.07725,2.4384616,0,0,0.0,0.0,0,0,1,1,0,1,0,67,128,1,10,1,10,0,0
107.0,2024,4533.654088050314,"Broad St (J,Z)",Manhattan,40.706474,-74.011055,POINT (-74.011055 40.706474),8.419504083576193,"Broad St (J,Z)",0.784137123,52356,212,41054,1.623779262,0.677168549,0.727112403,11,243344,880,1122.252696,32,3.753000557,184116.1981,11.68580348,3.116261627,52.23617243,2.036163933,0.558601948,28.63115101,0.960122282,11.68580348,178272,41,13,0,12875.07725,2.4384616,0,0,0.0,0.0,0,0,1,1,0,1,0,67,128,1,10,1,10,0,0
108.0,2023,2951.794871794872,Middle Village-Metropolitan Av (M),Queens,40.711395,-73.8896,POINT (-73.8896 40.711395),7.990507414988079,Middle Village-Metropolitan Av (M),0.784137123,15237,429,11948,1.782185556,0.773993353,0.796060148,10,3273,184,234.6528365,4,37.49219898,82306.31079,3.158319083,32.7354036,51.88411656,0.068627824,1.241038062,5.165113918,0.716501131,3.158319083,82703,6,1,0,12768.32162,2.418242731,0,0,0.0,0.0,0,0,0,0,0,0,0,1,3,1,1,1,3,0,1
108.0,2024,3021.842767295597,Middle Village-Metropolitan Av (M),Queens,40.711395,-73.8896,POINT (-73.8896 40.711395),8.013952981285065,Middle Village-Metropolitan Av (M),0.784137123,15237,429,11948,1.782185556,0.773993353,0.796060148,10,3273,184,234.6528365,4,37.49219898,82306.31079,3.158319083,32.7354036,51.88411656,0.068627824,1.241038062,5.165113918,0.716501131,3.158319083,82703,6,1,0,12768.32162,2.418242731,0,0,0.0,0.0,0,0,0,0,0,0,0,1,3,1,1,1,3,0,1
109.0,2023,4246.858974358975,Fresh Pond Rd (M),Queens,40.706184,-73.895874,POINT (-73.895874 40.706184),8.354170364244286,Fresh Pond Rd (M),0.784137123,43088,291,33787,1.722512173,0.718343371,0.751388657,11,6388,248,316.2712144,19,25.19409358,78306.36255,5.30616819,22.14535633,60.77758864,0.198008286,1.336614334,6.566262057,0.441951496,5.30616819,77713,14,1,0,11231.89534,2.127252905,0,0,0.0,0.0,0,0,0,0,0,0,0,3,10,1,3,1,10,0,0
109.0,2024,4155.471698113208,Fresh Pond Rd (M),Queens,40.706184,-73.895874,POINT (-73.895874 40.706184),8.332421843881008,Fresh Pond Rd (M),0.784137123,43088,291,33787,1.722512173,0.718343371,0.751388657,11,6388,248,316.2712144,19,25.19409358,78306.36255,5.30616819,22.14535633,60.77758864,0.198008286,1.336614334,6.566262057,0.441951496,5.30616819,77713,14,1,0,11231.89534,2.127252905,0,0,0.0,0.0,0,0,0,0,0,0,0,3,10,1,3,1,10,0,0
110.0,2023,3179.083333333333,Forest Av (M),Queens,40.704422,-73.903076,POINT (-73.903076 40.704422),8.0646626808816,Forest Av (M),0.784137123,65009,118,50976,1.480769351,0.617528784,0.67758452,11,6900,238,303.5183428,25,20.2183701,74653.34607,5.301800745,18.08688422,65.25929873,0.379330647,1.180496066,7.372259306,0.187893034,5.301800745,75554,13,1,0,10424.12332,1.97426578,0,0,0.0,0.0,0,0,0,0,0,0,0,6,15,1,6,1,10,0,0
110.0,2024,3324.446540880503,Forest Av (M),Queens,40.704422,-73.903076,POINT (-73.903076 40.704422),8.109359242081958,Forest Av (M),0.784137123,65009,118,50976,1.480769351,0.617528784,0.67758452,11,6900,238,303.5183428,25,20.2183701,74653.34607,5.301800745,18.08688422,65.25929873,0.379330647,1.180496066,7.372259306,0.187893034,5.301800745,75554,13,1,0,10424.12332,1.97426578,0,0,0.0,0.0,0,0,0,0,0,0,0,6,15,1,6,1,10,0,0
